,ELECTRONIC CIRCUITS,DIGITAL CIRCUITS,ELECTRICAL CIRCUITS,DATA STRUCTURES,ELECTRONIC CIRCUIT LAB,DIGITAL CIRCUITS LAB,ELECTRICAL CIRCUIT LAB,DATA STRUCTURES LAB,ELECTRONIC SKILL DEVELOPMENT,AUDIT COURSE,ENGINEERING MATHEMATICS III,ENGINEERING MATHEMATICS III.1,SIGNALS & SYSTEMS,SIGNALS & SYSTEMS.1,CONTROL SYSTEMS,PRINCIPLES OF COMMU. SYSTEMS,OBJECT ORIENTED PROGRAMMING,SIGNALS & CONTROL SYSTEM LAB,PRINCIPLE OF COMMU. SYS. LAB,OOPS LAB,DATA ANALYTICS LAB,EMPLOYABILITY SKILL DEV.,PROJECT BASED LEARNING,AUDIT COURSE.1,SEM_3_GPA,SEM_3_SGPA,SEM_4_GPA,SEM_4_SGPA,TOTAL_CREDITS_EARNED,CGPA,SEM_3_INTERNAL,SEM_4_INTERNAL,SEM_3_EXTERNAL,SEM_4_EXTERNAL
106,0.8,1.0,0.9,0.9,0.8,0.9,1.0,0.8,0.9,0,1.0,0.9,0.7,0.9,0.5,0.6,0.6,0.8,0.7,0.5,0.9,0.9,0.9,0,201.0,0.9136,155.0,0.7045,1.0,0.8089999999999999,0.8833333333333333,0.8,0.925,0.66
107,0.9,1.0,1.0,0.9,0.8,0.9,0.9,1.0,0.9,0,0.9,1.0,0.7,0.9,0.6,0.8,0.5,0.8,0.8,0.8,0.9,0.7,0.9,0,205.0,0.9318,159.0,0.7227,1.0,0.827,0.9166666666666666,0.8571428571428571,0.9375,0.66
108,1.0,1.0,1.0,0.9,0.7,0.9,0.9,1.0,0.9,0,0.9,1.0,0.6,0.9,0.9,0.9,0.9,0.8,1.0,0.9,0.9,0.9,0.8,0,207.0,0.9409000000000001,187.0,0.85,1.0,0.8949999999999999,0.9,0.8714285714285714,0.95625,0.84
109,0.9,1.0,1.0,1.0,0.7,0.8,1.0,0.7,1.0,0,1.0,0.9,0.7,0.9,0.7,0.8,0.5,0.8,0.8,0.9,0.8,0.7,0.8,0,208.0,0.9455,160.0,0.7273,1.0,0.836,0.85,0.8285714285714286,0.98125,0.68
110,0.8,1.0,1.0,1.0,0.8,0.8,0.9,0.5,0.9,0,1.0,0.9,0.5,0.9,0.4,0.4,0.4,0.8,0.9,0.7,0.7,0.7,0.7,0,202.0,0.9182,126.0,0.5727,1.0,0.745,0.8,0.7714285714285715,0.9625,0.48
111,0.9,1.0,1.0,1.0,0.7,0.9,0.9,0.8,0.8,0,1.0,0.8,0.7,0.9,0.6,0.4,0.6,0.8,0.9,0.7,0.8,0.6,0.8,0,206.0,0.9364000000000001,144.0,0.6545,1.0,0.795,0.8166666666666667,0.8142857142857143,0.98125,0.58
112,0.9,1.0,1.0,1.0,0.7,0.9,1.0,0.9,0.9,0,1.0,1.0,1.0,0.9,0.6,0.6,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,211.0,0.9591,183.0,0.8318,1.0,0.8949999999999999,0.9,0.9,0.98125,0.8
113,1.0,1.0,1.0,1.0,0.4,0.9,1.0,0.9,0.9,0,1.0,0.9,0.8,0.9,0.7,0.8,0.6,0.9,0.8,0.9,0.9,0.8,0.8,0,210.0,0.9545,171.0,0.7773,1.0,0.866,0.8333333333333334,0.8571428571428571,1.0,0.74
114,0.8,1.0,1.0,1.0,0.8,0.9,0.9,1.0,1.0,0,1.0,1.0,0.7,1.0,0.6,0.7,0.8,0.9,0.8,0.8,0.8,0.8,0.9,0,210.0,0.9545,169.0,0.7682,1.0,0.861,0.9333333333333333,0.8714285714285714,0.9625,0.72
115,0.9,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0.9,0,1.0,1.0,0.7,0.8,0.4,0.7,0.4,0.7,0.9,0.8,0.8,0.7,0.8,0,211.0,0.9591,143.0,0.65,1.0,0.805,0.95,0.8,0.9625,0.58
116,0.8,1.0,1.0,1.0,0.7,0.9,0.9,0.9,0.8,0,1.0,1.0,0.6,0.9,0.0,0.7,0.0,0.8,0.8,0.8,0.9,0.8,0.8,0,206.0,0.9364000000000001,121.0,0.55,0.8636363636363636,0.0,0.8666666666666667,0.8285714285714286,0.9625,0.42
117,0.8,1.0,1.0,1.0,0.6,0.8,1.0,0.8,0.9,0,0.9,0.9,0.7,0.9,0.4,0.5,0.0,0.7,0.4,0.7,0.8,0.6,0.7,0,200.0,0.9090999999999999,115.0,0.5227,0.9318181818181818,0.0,0.8333333333333334,0.7,0.9375,0.44
118,1.0,1.0,1.0,1.0,0.9,0.9,0.9,1.0,0.9,0,1.0,1.0,0.9,1.0,0.8,1.0,0.6,0.9,0.9,1.0,0.9,0.8,0.9,0,216.0,0.9818,188.0,0.8545,1.0,0.9179999999999999,0.9333333333333333,0.9285714285714286,1.0,0.82
119,0.8,1.0,1.0,1.0,1.0,0.9,1.0,0.8,1.0,0,1.0,1.0,0.9,0.8,0.7,0.7,0.6,0.7,0.9,0.8,0.9,0.8,0.8,0,211.0,0.9591,168.0,0.7636000000000001,1.0,0.861,0.95,0.8142857142857143,0.9625,0.74
120,1.0,1.0,1.0,0.9,0.7,1.0,1.0,0.5,0.9,0,1.0,0.8,0.7,0.9,0.7,0.6,0.6,0.8,0.9,0.8,0.8,0.8,0.8,0,206.0,0.9364000000000001,160.0,0.7273,1.0,0.8320000000000001,0.8166666666666667,0.8285714285714286,0.98125,0.68
121,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0.8,0.9,0.7,0.9,0.4,0.6,0.6,0.8,0.9,0.8,0.9,0.9,0.8,0,194.0,0.8817999999999999,155.0,0.7045,1.0,0.7929999999999999,0.9,0.8428571428571429,0.875,0.64
122,0.8,0.9,1.0,1.0,0.9,0.7,1.0,0.9,0.8,0,1.0,1.0,0.6,0.9,0.0,0.6,0.0,0.7,0.9,0.8,0.7,0.8,0.8,0,204.0,0.9273,116.0,0.5273,0.8636363636363636,0.0,0.8833333333333333,0.8,0.94375,0.4
123,0.9,1.0,1.0,1.0,0.5,0.7,1.0,0.5,0.9,0,1.0,1.0,0.7,0.9,0.0,0.5,0.0,0.8,0.8,0.6,0.7,0.5,0.8,0,203.0,0.9227000000000001,105.0,0.47729999999999995,0.8636363636363636,0.0,0.7666666666666667,0.7714285714285715,0.98125,0.34
124,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,0,0.9,1.0,0.8,0.9,0.5,0.8,0.6,0.9,0.8,1.0,0.8,0.9,0.8,0,214.0,0.9727,168.0,0.7636000000000001,1.0,0.868,0.9666666666666667,0.8571428571428571,0.975,0.72
125,0.8,1.0,0.8,0.9,0.7,0.8,0.9,1.0,0.7,0,1.0,0.7,0.8,1.0,0.5,0.7,0.4,0.9,0.6,0.8,0.8,0.9,0.8,0,193.0,0.8773,156.0,0.7091000000000001,1.0,0.7929999999999999,0.8,0.8142857142857143,0.90625,0.66
126,0.8,1.0,1.0,1.0,0.8,0.8,1.0,0.8,0.9,0,1.0,1.0,0.8,0.9,0.9,0.8,0.8,0.9,0.8,0.5,0.7,0.7,0.8,0,207.0,0.9409000000000001,174.0,0.7908999999999999,1.0,0.866,0.8833333333333333,0.7714285714285715,0.9625,0.8
127,0.8,0.9,1.0,1.0,0.9,0.8,1.0,0.9,0.9,0,1.0,1.0,0.9,1.0,0.7,0.7,0.8,0.8,0.8,0.9,0.9,0.8,0.7,0,206.0,0.9364000000000001,175.0,0.7955,1.0,0.866,0.9166666666666666,0.8285714285714286,0.94375,0.78
128,0.8,1.0,1.0,1.0,0.9,1.0,1.0,0.9,0.9,0,1.0,0.9,0.8,1.0,0.8,0.8,0.6,0.9,0.9,0.9,0.9,0.7,0.8,0,210.0,0.9545,173.0,0.7864,1.0,0.8699999999999999,0.9333333333333333,0.8857142857142857,0.9625,0.74
129,0.9,1.0,1.0,1.0,0.6,0.8,1.0,0.7,0.9,0,1.0,0.9,0.9,1.0,0.7,0.7,0.5,1.0,0.9,0.7,0.8,0.9,0.9,0,206.0,0.9364000000000001,173.0,0.7864,1.0,0.861,0.8166666666666667,0.8857142857142857,0.98125,0.74
130,1.0,1.0,1.0,1.0,0.6,0.9,1.0,1.0,1.0,0,1.0,1.0,0.6,1.0,0.8,0.7,0.6,0.9,0.9,0.8,0.8,0.8,0.9,0,215.0,0.9773,167.0,0.7591,1.0,0.868,0.9166666666666666,0.8857142857142857,1.0,0.7
131,0.9,1.0,1.0,0.9,0.8,1.0,0.9,1.0,0.9,0,1.0,1.0,0.7,1.0,0.8,0.7,0.5,0.9,0.9,0.8,0.9,0.9,0.8,0,210.0,0.9545,169.0,0.7682,1.0,0.861,0.9333333333333333,0.8714285714285714,0.9625,0.72
132,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9,0.9,0,0.9,1.0,1.0,1.0,0.8,0.8,0.6,0.8,0.8,0.8,0.9,0.7,0.9,0,212.0,0.9635999999999999,178.0,0.8090999999999999,1.0,0.8859999999999999,0.9333333333333333,0.8714285714285714,0.975,0.78
133,0.9,1.0,1.0,1.0,0.8,0.8,1.0,0.9,0.9,0,1.0,1.0,0.8,1.0,0.6,0.6,0.8,0.9,0.8,0.9,0.7,0.9,0.8,0,211.0,0.9591,170.0,0.7727,1.0,0.866,0.9,0.8428571428571429,0.98125,0.74
134,0.8,1.0,1.0,1.0,0.6,0.8,1.0,0.9,0.9,0,1.0,0.9,0.9,1.0,0.6,0.9,0.6,0.9,0.8,0.9,0.9,0.8,0.8,0,205.0,0.9318,175.0,0.7955,1.0,0.8640000000000001,0.85,0.8714285714285714,0.9625,0.76
135,0.9,1.0,1.0,1.0,0.7,0.8,0.9,0.9,0.5,0,1.0,0.7,0.8,0.9,0.8,0.8,0.9,0.7,0.9,0.9,0.9,0.6,0.8,0,202.0,0.9182,176.0,0.8,1.0,0.859,0.75,0.8428571428571429,0.98125,0.78
136,0.9,1.0,1.0,1.0,0.9,0.9,1.0,0.8,0.9,0,1.0,1.0,0.7,0.9,0.5,0.5,0.4,0.8,0.9,0.6,0.8,0.7,0.8,0,212.0,0.9635999999999999,140.0,0.6364,1.0,0.8,0.9166666666666666,0.8,0.98125,0.56
137,1.0,1.0,1.0,1.0,0.7,0.8,0.9,0.9,0.9,0,1.0,0.9,0.7,1.0,0.8,0.7,0.6,0.9,0.9,0.7,1.0,0.9,0.8,0,211.0,0.9591,172.0,0.7817999999999999,1.0,0.8699999999999999,0.85,0.8714285714285714,1.0,0.74
138,0.9,1.0,1.0,1.0,1.0,0.9,1.0,0.8,0.9,0,1.0,1.0,0.8,0.9,0.7,0.7,0.5,0.9,0.8,0.9,0.9,0.8,0.9,0,213.0,0.9682000000000001,167.0,0.7591,1.0,0.8640000000000001,0.9333333333333333,0.8857142857142857,0.98125,0.7
139,0.8,1.0,0.9,0.9,0.8,0.7,0.5,0.9,0.4,0,0.9,0.7,0.5,0.8,0.4,0.4,0.6,0.7,0.9,0.7,0.8,0.6,0.7,0,184.0,0.8364,128.0,0.5818,1.0,0.709,0.6666666666666666,0.7571428571428571,0.9,0.5
140,0.8,1.0,0.9,1.0,0.7,0.8,1.0,0.4,0.9,0,1.0,0.9,0.0,0.7,0.0,0.0,0.0,0.5,0.4,0.4,0.7,0.4,0.7,0,198.0,0.9,53.0,0.24089999999999998,0.7272727272727273,0.0,0.7833333333333333,0.5857142857142857,0.94375,0.08
141,0.9,1.0,1.0,0.9,0.8,0.8,1.0,0.7,0.9,0,1.0,0.8,0.6,0.9,0.4,0.6,0.4,0.8,0.8,0.8,0.9,0.7,0.8,0,204.0,0.9273,139.0,0.6317999999999999,1.0,0.78,0.8333333333333334,0.8285714285714286,0.9625,0.54
142,1.0,0.9,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0,1.0,1.0,0.7,0.9,0.6,0.6,0.6,0.8,0.9,0.9,0.8,0.8,0.7,0,214.0,0.9727,156.0,0.7091000000000001,1.0,0.841,0.95,0.8142857142857143,0.98125,0.66
143,0.8,1.0,1.0,0.9,0.6,0.9,0.9,0.7,0.9,0,0.5,0.9,0.5,0.9,0.4,0.6,0.6,0.7,0.4,0.9,0.4,0.8,0.7,0,180.0,0.8182,134.0,0.6091,1.0,0.714,0.8166666666666667,0.6714285714285714,0.81875,0.58
144,1.0,1.0,1.0,1.0,0.7,0.9,0.7,0.9,0.8,0,1.0,0.7,0.8,0.9,0.6,0.7,0.7,0.7,0.9,0.4,0.7,0.5,0.8,0,207.0,0.9409000000000001,151.0,0.6864,1.0,0.8140000000000001,0.7833333333333333,0.7428571428571429,1.0,0.66
145,0.9,1.0,1.0,1.0,0.8,0.9,1.0,1.0,1.0,0,1.0,0.9,0.7,0.9,0.7,0.5,0.5,0.8,0.6,0.8,0.9,0.8,0.8,0,213.0,0.9682000000000001,152.0,0.6909,1.0,0.8300000000000001,0.9333333333333333,0.8,0.98125,0.64
146,0.9,1.0,1.0,0.8,0.7,0.9,0.9,0.7,0.9,0,0.7,0.9,0.0,0.9,0.0,0.4,0.0,0.8,0.9,0.0,0.7,0.7,0.7,0,189.0,0.8591,80.0,0.36360000000000003,0.7727272727272727,0.0,0.8333333333333334,0.6714285714285714,0.86875,0.22
147,0.9,1.0,1.0,1.0,0.4,1.0,1.0,0.9,1.0,0,1.0,0.9,0.6,0.8,0.6,0.6,0.5,0.6,0.8,0.9,0.7,0.5,0.8,0,209.0,0.95,138.0,0.6273,1.0,0.7889999999999999,0.8666666666666667,0.7714285714285715,0.98125,0.56
148,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,0.9,0,1.0,1.0,0.8,1.0,0.7,0.8,0.6,0.9,0.9,0.8,0.8,0.9,0.9,0,216.0,0.9818,176.0,0.8,1.0,0.891,0.9833333333333333,0.8857142857142857,0.98125,0.76
149,0.9,1.0,1.0,1.0,0.8,0.8,1.0,0.9,0.8,0,1.0,0.9,0.8,1.0,0.7,0.9,0.7,0.9,0.8,0.8,0.9,0.7,0.8,0,209.0,0.95,174.0,0.7908999999999999,1.0,0.8699999999999999,0.8666666666666667,0.8571428571428571,0.98125,0.76
150,0.9,1.0,1.0,1.0,0.8,0.8,1.0,0.7,0.8,0,1.0,0.7,0.6,0.9,0.6,0.5,0.0,0.7,0.7,0.7,0.8,0.6,0.7,0,205.0,0.9318,121.0,0.55,0.9318181818181818,0.0,0.8,0.7428571428571429,0.98125,0.46
151,1.0,1.0,1.0,0.9,0.9,1.0,1.0,0.5,0.9,0,1.0,0.9,0.6,1.0,0.7,0.6,0.6,0.9,0.9,0.6,0.9,0.8,0.8,0,209.0,0.95,158.0,0.7182000000000001,1.0,0.834,0.8666666666666667,0.8428571428571429,0.98125,0.66
152,0.7,0.8,0.8,0.8,0.6,0.8,0.7,0.7,0.7,0,1.0,0.4,0.4,0.9,0.0,0.5,0.0,0.7,0.7,0.8,0.8,0.8,0.7,0,172.0,0.7817999999999999,104.0,0.4727,0.8636363636363636,0.0,0.65,0.7571428571428571,0.83125,0.34
153,0.9,1.0,1.0,0.9,0.9,0.8,0.9,0.5,0.9,0,1.0,0.9,0.4,0.9,0.6,0.4,0.7,0.8,0.9,0.8,0.7,0.9,0.8,0,203.0,0.9227000000000001,147.0,0.6682,1.0,0.795,0.8166666666666667,0.8142857142857143,0.9625,0.6
154,1.0,1.0,1.0,1.0,0.8,0.9,1.0,0.9,1.0,0,1.0,1.0,0.7,1.0,0.9,0.8,0.7,0.9,0.9,0.9,0.9,0.9,0.7,0,216.0,0.9818,180.0,0.8182,1.0,0.9,0.9333333333333333,0.8571428571428571,1.0,0.8
155,0.9,1.0,1.0,1.0,0.7,0.8,1.0,0.8,0.9,0,1.0,1.0,0.8,1.0,0.6,0.7,0.6,0.8,0.8,0.7,0.7,0.9,0.7,0,209.0,0.95,162.0,0.7363999999999999,1.0,0.843,0.8666666666666667,0.7714285714285715,0.98125,0.72
156,0.8,1.0,1.0,0.9,0.6,0.9,0.9,0.4,0.8,0,0.9,0.9,0.4,0.9,0.6,0.4,0.4,0.8,0.7,0.4,0.7,0.7,0.7,0,192.0,0.8727,124.0,0.5636,1.0,0.718,0.75,0.7,0.91875,0.5
157,0.9,1.0,1.0,1.0,0.8,0.8,1.0,0.4,0.9,0,1.0,0.9,0.4,0.9,0.5,0.6,0.4,0.8,0.9,0.7,0.9,0.7,0.8,0,205.0,0.9318,136.0,0.6182000000000001,1.0,0.775,0.8,0.8285714285714286,0.98125,0.52
158,1.0,1.0,1.0,1.0,0.7,0.9,1.0,0.7,0.9,0,1.0,0.9,0.8,1.0,0.8,0.7,0.6,0.9,0.9,0.9,0.9,0.8,0.8,0,211.0,0.9591,173.0,0.7864,1.0,0.873,0.85,0.8857142857142857,1.0,0.74
159,0.8,1.0,1.0,1.0,0.6,0.8,1.0,0.8,0.9,0,1.0,0.8,0.6,0.9,0.7,0.7,0.5,0.8,0.8,0.8,0.9,0.6,0.8,0,203.0,0.9227000000000001,151.0,0.6864,1.0,0.805,0.8166666666666667,0.8285714285714286,0.9625,0.62
160,0.9,1.0,0.8,0.9,0.8,0.8,0.9,1.0,0.9,0,0.8,0.9,0.6,0.9,0.0,0.7,0.0,0.8,0.9,0.6,0.8,0.7,0.7,0,193.0,0.8773,114.0,0.5182,0.8636363636363636,0.0,0.8833333333333333,0.7714285714285715,0.875,0.4
161,0.9,1.0,1.0,1.0,0.9,0.9,0.9,0.8,0.9,0,1.0,1.0,0.9,1.0,0.8,0.9,0.6,0.9,0.9,0.7,0.8,0.9,0.8,0,211.0,0.9591,182.0,0.8272999999999999,1.0,0.893,0.9,0.8428571428571429,0.98125,0.82
162,0.9,0.8,1.0,0.9,0.4,0.8,1.0,0.8,0.9,0,1.0,0.8,0.7,0.9,0.6,0.6,0.4,0.8,0.7,0.9,0.7,0.9,0.7,0,195.0,0.8864000000000001,150.0,0.6818,1.0,0.784,0.7833333333333333,0.7714285714285715,0.925,0.64
163,1.0,1.0,1.0,1.0,0.9,0.8,0.9,0.9,0.9,0,1.0,1.0,0.8,0.9,0.7,0.7,0.4,0.7,0.9,0.7,0.8,0.7,0.8,0,214.0,0.9727,155.0,0.7045,1.0,0.8390000000000001,0.9,0.8,1.0,0.66
164,0.9,1.0,1.0,1.0,0.4,0.7,0.9,0.5,0.7,0,1.0,0.4,0.0,0.8,0.0,0.4,0.4,0.5,0.6,0.7,0.7,0.4,0.7,0,193.0,0.8773,83.0,0.3773,0.8636363636363636,0.0,0.6,0.6714285714285714,0.98125,0.24
165,0.9,1.0,1.0,1.0,0.9,0.9,1.0,0.7,1.0,0,1.0,1.0,0.6,0.9,0.6,0.6,0.6,0.8,0.8,0.9,0.9,0.7,0.8,0,212.0,0.9635999999999999,152.0,0.6909,1.0,0.827,0.9166666666666666,0.8428571428571429,0.98125,0.62
166,0.9,1.0,1.0,1.0,0.4,0.9,0.9,0.7,0.9,0,1.0,0.7,0.7,0.9,0.7,0.7,0.6,0.7,0.8,0.7,0.7,0.9,0.8,0,202.0,0.9182,162.0,0.7363999999999999,1.0,0.827,0.75,0.7714285714285715,0.98125,0.72
167,0.8,1.0,0.9,1.0,0.8,0.9,0.6,0.8,1.0,0,1.0,0.9,0.6,1.0,0.6,0.7,0.4,0.9,0.8,0.7,0.9,0.9,0.9,0,201.0,0.9136,157.0,0.7136,1.0,0.8140000000000001,0.8333333333333334,0.8714285714285714,0.94375,0.64
168,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.8,0.9,0.7,1.0,0.8,0.9,0.9,0.8,0.8,0,220.0,1.0,188.0,0.8545,1.0,0.9269999999999999,1.0,0.8857142857142857,1.0,0.84
169,1.0,1.0,1.0,1.0,0.9,0.8,1.0,0.9,0.9,0,1.0,1.0,0.7,0.9,0.6,0.9,0.8,0.8,0.9,0.9,0.8,0.8,0.7,0,215.0,0.9773,171.0,0.7773,1.0,0.877,0.9166666666666666,0.8142857142857143,1.0,0.76
170,1.0,1.0,1.0,1.0,0.8,0.9,0.9,0.7,0.9,0,1.0,0.8,0.6,1.0,0.8,0.8,0.6,0.9,0.7,0.8,0.9,0.9,0.8,0,210.0,0.9545,170.0,0.7727,1.0,0.8640000000000001,0.8333333333333334,0.8428571428571429,1.0,0.74
171,0.9,1.0,1.0,1.0,0.7,1.0,1.0,0.9,0.9,0,1.0,1.0,0.9,0.9,0.8,0.6,0.7,0.8,0.8,0.6,0.8,0.8,0.8,0,212.0,0.9635999999999999,169.0,0.7682,1.0,0.866,0.9166666666666666,0.7857142857142857,0.98125,0.76
172,0.9,1.0,1.0,1.0,0.4,0.8,1.0,0.6,0.9,0,1.0,1.0,0.7,0.9,0.6,0.4,0.7,0.8,0.9,0.7,0.8,0.8,0.9,0,204.0,0.9273,155.0,0.7045,1.0,0.8160000000000001,0.7833333333333333,0.8428571428571429,0.98125,0.64
173,0.7,0.9,1.0,0.8,0.4,0.7,0.9,0.7,0.7,0,1.0,0.7,0.5,0.9,0.6,0.4,0.0,0.8,0.8,0.5,0.6,0.4,0.7,0,183.0,0.8318,107.0,0.4864,0.9318181818181818,0.0,0.6833333333333333,0.7142857142857143,0.8875,0.38
174,0.9,1.0,1.0,1.0,0.9,1.0,0.9,0.9,0.9,0,1.0,0.9,0.7,0.8,0.6,0.8,0.5,0.7,0.9,0.9,0.9,0.7,0.8,0,212.0,0.9635999999999999,157.0,0.7136,1.0,0.8390000000000001,0.9166666666666666,0.8285714285714286,0.98125,0.66
175,0.8,1.0,1.0,1.0,0.5,0.9,1.0,0.9,0.9,0,1.0,1.0,0.6,0.9,0.4,0.7,0.5,0.8,0.7,0.8,0.8,0.8,0.7,0,206.0,0.9364000000000001,144.0,0.6545,1.0,0.795,0.8666666666666667,0.7714285714285715,0.9625,0.6
176,0.9,1.0,1.0,1.0,0.9,0.8,0.9,0.7,0.9,0,1.0,0.9,0.6,0.9,0.6,0.7,0.4,0.8,0.8,0.8,0.7,0.5,0.7,0,208.0,0.9455,138.0,0.6273,1.0,0.786,0.85,0.7714285714285715,0.98125,0.56
177,0.9,1.0,1.0,1.0,0.7,0.9,0.9,0.8,0.9,0,1.0,0.9,0.7,0.9,0.8,0.7,0.6,0.9,0.8,0.8,0.7,0.9,0.9,0,208.0,0.9455,170.0,0.7727,1.0,0.859,0.85,0.8428571428571429,0.98125,0.74
178,1.0,1.0,1.0,1.0,0.8,0.9,1.0,0.8,0.9,0,1.0,0.7,0.8,1.0,0.6,0.8,0.5,0.9,0.8,0.8,0.8,0.7,0.9,0,211.0,0.9591,163.0,0.7409,1.0,0.85,0.85,0.8714285714285714,1.0,0.68
179,0.9,1.0,1.0,0.9,0.4,0.7,0.8,0.7,0.8,0,1.0,0.4,0.7,0.9,0.6,0.6,0.4,0.8,0.7,0.7,0.9,0.7,0.7,0,192.0,0.8727,144.0,0.6545,1.0,0.764,0.6333333333333333,0.7714285714285715,0.9625,0.6
180,0.9,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0,1.0,1.0,0.5,0.9,0.4,0.4,0.5,0.8,0.8,0.6,0.7,0.8,0.7,0,212.0,0.9635999999999999,130.0,0.5909,1.0,0.7769999999999999,0.9166666666666666,0.7428571428571429,0.98125,0.52
181,0.9,1.0,1.0,1.0,0.8,0.8,1.0,1.0,0.9,0,1.0,0.9,0.9,0.9,0.6,0.7,0.5,0.9,0.8,0.9,0.9,0.9,0.8,0,211.0,0.9591,168.0,0.7636000000000001,1.0,0.861,0.9,0.8571428571428571,0.98125,0.72
182,0.9,1.0,1.0,1.0,0.7,0.9,1.0,1.0,0.9,0,1.0,1.0,0.7,0.9,0.4,0.8,0.6,0.8,0.9,0.9,0.8,0.9,0.8,0,212.0,0.9635999999999999,161.0,0.7318,1.0,0.8480000000000001,0.9166666666666666,0.8428571428571429,0.98125,0.68
183,0.8,1.0,1.0,1.0,0.7,0.8,0.9,0.4,0.8,0,1.0,0.9,0.5,0.8,0.6,0.7,0.6,0.7,0.9,0.8,0.8,0.6,0.7,0,199.0,0.9045,144.0,0.6545,1.0,0.78,0.75,0.7714285714285715,0.9625,0.6
184,1.0,1.0,1.0,1.0,0.8,0.9,1.0,1.0,1.0,0,1.0,1.0,0.9,0.9,0.6,0.8,0.6,0.8,0.9,0.7,0.9,0.8,0.9,0,217.0,0.9864,171.0,0.7773,1.0,0.882,0.95,0.8571428571428571,1.0,0.74
185,0.9,1.0,1.0,1.0,0.4,0.8,1.0,0.6,1.0,0,1.0,1.0,0.8,1.0,0.7,0.6,0.5,0.9,0.8,0.6,0.7,0.7,0.8,0,205.0,0.9318,155.0,0.7045,1.0,0.818,0.8,0.8,0.98125,0.66
186,0.9,1.0,1.0,1.0,0.9,0.9,0.9,0.8,0.9,0,1.0,1.0,0.7,1.0,0.7,0.7,0.6,0.9,0.9,0.9,0.9,0.8,0.9,0,211.0,0.9591,169.0,0.7682,1.0,0.8640000000000001,0.9,0.9142857142857143,0.98125,0.7
187,0.9,1.0,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0,1.0,1.0,0.9,0.9,0.7,0.6,0.8,0.9,0.9,0.7,0.7,0.8,0.9,0,214.0,0.9727,173.0,0.7864,1.0,0.8800000000000001,0.95,0.8428571428571429,0.98125,0.76
188,0.7,0.9,0.8,0.7,0.7,0.9,0.9,0.7,0.9,0,0.6,0.9,0.0,0.9,0.0,0.0,0.0,0.7,0.7,0.7,0.7,0.7,0.7,0,167.0,0.7591,72.0,0.32730000000000004,0.7272727272727273,0.0,0.8333333333333334,0.7285714285714285,0.73125,0.14
189,1.0,1.0,1.0,0.9,0.6,0.8,0.9,0.9,0.8,0,0.9,0.8,0.8,1.0,0.7,0.7,0.6,0.9,0.9,0.8,0.9,0.8,0.9,0,201.0,0.9136,171.0,0.7773,1.0,0.845,0.8,0.9,0.95625,0.72
190,0.9,1.0,1.0,1.0,0.8,0.8,0.9,1.0,0.9,0,0.9,0.9,0.7,1.0,0.6,0.7,0.7,0.9,0.8,0.7,0.8,0.8,0.9,0,206.0,0.9364000000000001,165.0,0.75,1.0,0.843,0.8833333333333333,0.8571428571428571,0.95625,0.7
191,0.9,1.0,1.0,1.0,0.4,0.8,0.9,1.0,0.9,0,1.0,0.9,0.8,0.9,0.8,0.9,0.6,0.8,0.9,0.8,0.9,0.6,0.7,0,206.0,0.9364000000000001,168.0,0.7636000000000001,1.0,0.85,0.8166666666666667,0.8142857142857143,0.98125,0.74
192,0.8,1.0,1.0,1.0,0.9,0.8,0.9,0.7,0.9,0,1.0,0.8,0.8,1.0,0.6,0.9,0.6,0.8,0.9,0.9,0.9,0.7,0.8,0,204.0,0.9273,169.0,0.7682,1.0,0.8480000000000001,0.8333333333333334,0.8714285714285714,0.9625,0.72
193,0.9,1.0,1.0,0.9,0.8,0.8,0.9,0.9,0.9,0,1.0,0.8,0.4,0.9,0.4,0.6,0.4,0.8,0.8,0.5,0.9,0.7,0.8,0,205.0,0.9318,130.0,0.5909,1.0,0.761,0.85,0.7857142857142857,0.9625,0.5
194,1.0,1.0,1.0,1.0,0.7,0.7,1.0,0.7,0.9,0,1.0,0.6,0.6,0.8,0.6,0.7,0.5,0.7,0.8,0.6,0.8,0.7,0.7,0,206.0,0.9364000000000001,144.0,0.6545,1.0,0.795,0.7666666666666667,0.7285714285714285,1.0,0.62
195,1.0,1.0,0.9,0.8,0.7,0.8,1.0,0.9,0.9,0,1.0,0.9,0.9,1.0,0.8,0.8,0.9,1.0,0.9,0.9,0.9,0.8,0.9,0,203.0,0.9227000000000001,191.0,0.8682000000000001,1.0,0.8949999999999999,0.8666666666666667,0.9285714285714286,0.94375,0.84
