,ELECTRONIC CIRCUITS,DIGITAL CIRCUITS,ELECTRICAL CIRCUITS,DATA STRUCTURES,ELECTRONIC CIRCUIT LAB,DIGITAL CIRCUITS LAB,ELECTRICAL CIRCUIT LAB,DATA STRUCTURES LAB,ELECTRONIC SKILL DEVELOPMENT,AUDIT COURSE,ENGINEERING MATHEMATICS III,ENGINEERING MATHEMATICS III.1,SIGNALS & SYSTEMS,SIGNALS & SYSTEMS.1,CONTROL SYSTEMS,PRINCIPLES OF COMMU. SYSTEMS,OBJECT ORIENTED PROGRAMMING,SIGNALS & CONTROL SYSTEM LAB,PRINCIPLE OF COMMU. SYS. LAB,OOPS LAB,DATA ANALYTICS LAB,EMPLOYABILITY SKILL DEV.,PROJECT BASED LEARNING,AUDIT COURSE.1,SEM_3_GPA,SEM_3_SGPA,SEM_4_GPA,SEM_4_SGPA,TOTAL_CREDITS_EARNED,CGPA,SEM_3_INTERNAL,SEM_4_INTERNAL,SEM_3_EXTERNAL,SEM_4_EXTERNAL
16,0.5,0.7,1.0,0.8,0.6,0.8,0.9,0.9,0.9,0,0.8,0.9,0.5,0.9,0.4,0.5,0.6,0.8,0.9,0.8,0.9,0.8,0.7,0,172.0,0.7817999999999999,141.0,0.6409,1.0,0.7110000000000001,0.8333333333333334,0.8142857142857143,0.7625,0.56
17,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9,1.0,0,1.0,1.0,0.8,1.0,0.7,0.8,0.6,0.9,0.9,0.9,0.8,0.9,0.9,0,217.0,0.9864,177.0,0.8045,1.0,0.8949999999999999,0.95,0.9,1.0,0.76
18,0.8,1.0,1.0,0.9,0.6,0.7,1.0,0.9,0.9,0,1.0,0.9,0.8,0.9,0.6,0.8,0.6,0.8,0.9,0.7,0.7,0.8,0.7,0,201.0,0.9136,162.0,0.7363999999999999,1.0,0.825,0.8333333333333334,0.7714285714285715,0.94375,0.72
19,0.9,1.0,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0,1.0,0.9,0.7,0.9,0.6,0.8,0.8,0.7,0.9,0.8,0.8,0.8,0.7,0,213.0,0.9682000000000001,166.0,0.7545,1.0,0.861,0.9333333333333333,0.7857142857142857,0.98125,0.74
20,0.9,1.0,1.0,1.0,0.7,1.0,0.8,1.0,0.9,0,1.0,0.8,0.7,0.9,0.8,0.6,0.6,0.8,0.9,0.9,0.9,0.9,0.7,0,209.0,0.95,166.0,0.7545,1.0,0.852,0.8666666666666667,0.8285714285714286,0.98125,0.72
21,0.9,1.0,1.0,1.0,0.6,0.9,1.0,0.6,1.0,0,1.0,1.0,0.6,0.9,0.6,0.6,0.5,0.9,0.7,0.8,0.8,0.8,0.8,0,208.0,0.9455,150.0,0.6818,1.0,0.8140000000000001,0.85,0.8142857142857143,0.98125,0.62
22,0.9,1.0,1.0,1.0,0.7,0.9,1.0,0.4,0.9,0,1.0,0.9,0.7,0.9,0.8,0.8,0.4,0.8,0.9,0.9,0.8,0.8,0.9,0,205.0,0.9318,166.0,0.7545,1.0,0.843,0.8,0.8714285714285714,0.98125,0.7
23,0.9,1.0,1.0,1.0,0.8,0.9,1.0,0.9,0.9,0,1.0,0.9,0.9,0.9,0.8,0.6,0.6,0.9,0.8,0.8,0.8,0.9,0.9,0,211.0,0.9591,174.0,0.7908999999999999,1.0,0.875,0.9,0.8571428571428571,0.98125,0.76
24,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9,0.9,0,1.0,0.9,0.6,0.9,0.6,0.7,0.6,0.8,0.8,0.8,0.8,0.8,0.8,0,215.0,0.9773,156.0,0.7091000000000001,1.0,0.843,0.9166666666666666,0.8142857142857143,1.0,0.66
25,1.0,1.0,1.0,1.0,0.6,0.9,1.0,0.9,1.0,0,1.0,1.0,0.8,1.0,0.8,0.9,0.6,0.9,0.9,0.8,0.9,0.9,0.9,0,214.0,0.9727,183.0,0.8318,1.0,0.9019999999999999,0.9,0.9,1.0,0.8
26,0.9,1.0,1.0,0.9,0.7,0.8,1.0,0.8,1.0,0,1.0,0.9,0.8,1.0,0.6,0.4,0.6,0.9,0.9,0.8,0.8,0.9,0.7,0,206.0,0.9364000000000001,157.0,0.7136,1.0,0.825,0.8666666666666667,0.8285714285714286,0.9625,0.66
27,0.9,1.0,1.0,0.8,0.9,0.9,0.9,0.9,0.9,0,1.0,0.9,0.5,0.9,0.6,0.7,0.7,0.8,0.8,0.9,0.9,0.8,0.7,0,205.0,0.9318,156.0,0.7091000000000001,1.0,0.82,0.9,0.8142857142857143,0.94375,0.66
28,0.9,1.0,1.0,1.0,0.8,0.9,1.0,0.9,0.9,0,1.0,0.9,0.6,0.9,0.5,0.6,0.8,0.8,0.7,0.7,0.7,0.4,0.7,0,211.0,0.9591,139.0,0.6317999999999999,1.0,0.795,0.9,0.7428571428571429,0.98125,0.58
29,0.8,1.0,1.0,1.0,0.4,0.8,0.8,0.9,0.9,0,1.0,0.9,0.0,0.9,0.0,0.0,0.0,0.8,0.8,0.6,0.7,0.6,0.7,0,201.0,0.9136,70.0,0.3182,0.7272727272727273,0.0,0.7833333333333333,0.7428571428571429,0.9625,0.12
30,0.8,1.0,1.0,1.0,0.7,0.8,1.0,0.7,0.9,0,1.0,1.0,0.6,0.9,0.5,0.7,0.4,0.7,0.7,0.7,0.6,0.7,0.7,0,205.0,0.9318,137.0,0.6227,1.0,0.7769999999999999,0.85,0.7142857142857143,0.9625,0.58
31,0.9,1.0,1.0,0.9,1.0,0.9,0.7,0.8,0.7,0,1.0,0.6,0.4,0.8,0.0,0.0,0.6,0.6,0.7,0.6,0.9,0.5,0.8,0,201.0,0.9136,97.0,0.44089999999999996,0.8636363636363636,0.0,0.7833333333333333,0.7428571428571429,0.9625,0.3
32,1.0,1.0,1.0,1.0,0.7,0.9,1.0,0.9,1.0,0,1.0,1.0,0.7,0.9,0.9,0.9,0.6,0.9,0.8,0.8,0.8,0.9,0.8,0,215.0,0.9773,178.0,0.8090999999999999,1.0,0.893,0.9166666666666666,0.8285714285714286,1.0,0.8
33,0.9,1.0,1.0,0.9,0.9,0.9,1.0,0.9,0.9,0,1.0,0.9,0.7,0.8,0.6,0.7,0.5,0.7,0.8,0.9,0.9,0.7,0.8,0,209.0,0.95,153.0,0.6955,1.0,0.8230000000000001,0.9166666666666666,0.8142857142857143,0.9625,0.64
34,0.8,1.0,1.0,1.0,0.4,0.8,0.8,0.9,0.9,0,1.0,0.9,0.5,0.9,0.6,0.7,0.5,0.6,0.9,0.9,0.8,0.6,0.7,0,201.0,0.9136,142.0,0.6455,1.0,0.78,0.7833333333333333,0.7857142857142857,0.9625,0.58
35,1.0,1.0,1.0,1.0,0.8,0.9,1.0,0.9,0.9,0,1.0,1.0,0.7,0.9,0.7,0.7,0.6,0.9,0.9,0.7,0.9,0.9,0.9,0,215.0,0.9773,169.0,0.7682,1.0,0.873,0.9166666666666666,0.8714285714285714,1.0,0.72
36,0.8,1.0,1.0,1.0,0.9,0.9,0.9,0.8,0.9,0,1.0,0.9,0.6,0.9,0.6,0.8,0.4,0.7,0.9,0.5,0.9,0.7,0.8,0,207.0,0.9409000000000001,148.0,0.6727000000000001,1.0,0.807,0.8833333333333333,0.7857142857142857,0.9625,0.62
37,0.9,1.0,1.0,1.0,0.8,0.9,1.0,0.7,1.0,0,1.0,0.9,0.7,0.8,0.5,0.7,0.7,0.7,0.8,0.8,0.9,0.7,0.7,0,210.0,0.9545,153.0,0.6955,1.0,0.825,0.8833333333333333,0.7714285714285715,0.98125,0.66
38,0.7,0.6,0.6,0.6,0.8,0.9,0.9,0.6,0.7,0,0.9,0.6,0.4,0.9,0.0,0.0,0.4,0.7,0.9,0.5,0.7,0.6,0.7,0,156.0,0.7091000000000001,93.0,0.4227,0.8636363636363636,0.0,0.75,0.7285714285714285,0.69375,0.28
39,0.9,1.0,1.0,1.0,0.8,0.9,1.0,0.7,0.9,0,1.0,1.0,0.8,1.0,0.5,0.6,0.7,0.9,0.9,0.7,0.7,0.9,0.8,0,210.0,0.9545,163.0,0.7409,1.0,0.8480000000000001,0.8833333333333333,0.8285714285714286,0.98125,0.7
40,0.9,1.0,1.0,1.0,0.6,0.8,0.9,0.9,0.9,0,1.0,1.0,0.9,1.0,0.9,0.9,0.6,0.8,0.9,0.7,0.8,1.0,0.9,0,208.0,0.9455,189.0,0.8591,1.0,0.9019999999999999,0.85,0.8571428571428571,0.98125,0.86
41,1.0,1.0,1.0,0.9,0.7,0.9,1.0,0.8,0.9,0,0.9,1.0,0.8,0.9,0.9,0.8,0.7,0.9,0.9,0.8,0.7,0.8,0.8,0,206.0,0.9364000000000001,178.0,0.8090999999999999,1.0,0.873,0.8833333333333333,0.8285714285714286,0.95625,0.8
42,0.9,1.0,1.0,1.0,0.6,0.7,1.0,0.6,0.9,0,1.0,0.9,0.5,0.9,0.0,0.7,0.4,0.8,0.9,0.7,0.7,0.7,0.7,0,204.0,0.9273,123.0,0.5591,0.9318181818181818,0.0,0.7833333333333333,0.7714285714285715,0.98125,0.46
43,0.9,1.0,1.0,1.0,0.8,0.9,0.9,0.7,0.9,0,1.0,0.9,0.8,0.9,0.7,0.8,0.4,0.8,0.8,0.8,0.8,0.7,0.7,0,208.0,0.9455,157.0,0.7136,1.0,0.8300000000000001,0.85,0.7857142857142857,0.98125,0.68
44,0.7,0.9,1.0,0.8,0.7,0.9,0.9,0.8,0.9,0,0.8,0.8,0.4,0.9,0.0,0.6,0.4,0.7,0.8,0.7,0.8,0.7,0.8,0,184.0,0.8364,118.0,0.5364,0.9318181818181818,0.0,0.8333333333333334,0.7857142857142857,0.8375,0.42
45,0.7,1.0,0.8,0.8,0.6,0.7,0.9,0.9,0.9,0,0.8,0.7,0.0,0.8,0.0,0.5,0.0,0.7,0.9,0.5,0.7,0.6,0.7,0,178.0,0.8090999999999999,83.0,0.3773,0.7954545454545454,0.0,0.7833333333333333,0.7142857142857143,0.81875,0.22
46,1.0,1.0,1.0,1.0,0.8,0.7,1.0,0.9,0.9,0,1.0,0.9,0.6,0.9,0.6,0.6,0.7,0.8,0.8,0.7,0.9,0.8,0.8,0,212.0,0.9635999999999999,156.0,0.7091000000000001,1.0,0.836,0.8666666666666667,0.8142857142857143,1.0,0.66
47,0.8,1.0,0.9,0.9,0.6,0.9,1.0,0.7,0.7,0,1.0,0.6,0.5,0.9,0.0,0.0,0.6,0.7,0.8,0.8,0.4,0.6,0.8,0,193.0,0.8773,103.0,0.46820000000000006,0.8636363636363636,0.0,0.75,0.7428571428571429,0.925,0.34
48,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.8,1.0,0,1.0,0.9,0.8,1.0,0.8,0.8,0.7,0.9,0.9,0.9,1.0,0.8,0.7,0,216.0,0.9818,178.0,0.8090999999999999,1.0,0.8949999999999999,0.9333333333333333,0.8714285714285714,1.0,0.78
49,1.0,1.0,1.0,0.9,0.5,0.8,0.5,0.8,0.9,0,1.0,0.7,0.8,0.8,0.5,0.0,0.6,0.6,0.8,0.8,0.7,0.4,0.7,0,199.0,0.9045,120.0,0.5455,0.9318181818181818,0.0,0.7,0.7285714285714285,0.98125,0.46
50,1.0,1.0,1.0,1.0,0.7,1.0,0.9,0.9,0.9,0,1.0,0.9,0.8,0.9,0.6,0.7,0.8,0.8,0.8,1.0,0.8,0.8,0.7,0,213.0,0.9682000000000001,168.0,0.7636000000000001,1.0,0.866,0.8833333333333333,0.8142857142857143,1.0,0.74
51,0.8,1.0,1.0,1.0,0.9,0.8,0.9,0.9,0.9,0,1.0,1.0,0.7,0.9,0.7,0.5,0.6,0.8,0.9,0.9,1.0,0.8,0.8,0,208.0,0.9455,160.0,0.7273,1.0,0.836,0.9,0.8714285714285714,0.9625,0.66
52,0.9,1.0,1.0,1.0,0.7,0.9,1.0,0.6,0.8,0,0.9,0.8,0.6,0.8,0.5,0.6,0.4,0.6,0.9,0.6,0.9,0.8,0.7,0,201.0,0.9136,139.0,0.6317999999999999,1.0,0.773,0.8,0.7428571428571429,0.95625,0.58
53,0.9,1.0,1.0,1.0,0.8,0.9,1.0,0.6,1.0,0,1.0,1.0,0.7,0.9,0.7,0.8,0.6,0.9,0.9,0.9,0.7,0.8,0.9,0,210.0,0.9545,169.0,0.7682,1.0,0.861,0.8833333333333333,0.8714285714285714,0.98125,0.72
54,1.0,1.0,0.9,0.9,0.8,0.9,0.9,1.0,0.9,0,0.9,1.0,0.6,0.9,0.8,1.0,0.6,0.8,0.9,0.8,0.8,0.8,0.8,0,205.0,0.9318,172.0,0.7817999999999999,1.0,0.857,0.9166666666666666,0.8285714285714286,0.9375,0.76
55,1.0,1.0,1.0,1.0,0.8,0.9,1.0,0.9,1.0,0,1.0,1.0,0.8,0.8,0.7,0.6,0.7,0.7,0.8,0.6,0.7,0.6,0.7,0,216.0,0.9818,152.0,0.6909,1.0,0.836,0.9333333333333333,0.7142857142857143,1.0,0.68
56,0.9,1.0,1.0,1.0,0.9,0.8,1.0,0.9,1.0,0,1.0,1.0,0.6,0.9,0.5,0.5,0.4,0.8,0.8,0.8,0.8,0.6,0.8,0,213.0,0.9682000000000001,135.0,0.6136,1.0,0.791,0.9333333333333333,0.8142857142857143,0.98125,0.52
57,1.0,1.0,1.0,1.0,0.8,0.9,1.0,0.9,0.9,0,1.0,1.0,0.9,0.9,0.8,0.8,0.6,0.9,0.9,0.9,0.9,0.9,0.9,0,215.0,0.9773,183.0,0.8318,1.0,0.905,0.9166666666666666,0.9,1.0,0.8
58,0.9,1.0,1.0,0.9,0.4,0.9,0.9,0.9,0.9,0,1.0,1.0,0.8,0.9,0.6,0.7,0.5,0.8,0.9,0.7,0.7,0.8,0.9,0,204.0,0.9273,160.0,0.7273,1.0,0.827,0.8333333333333334,0.8285714285714286,0.9625,0.68
59,0.6,0.9,1.0,0.7,0.4,0.7,0.7,0.0,0.6,0,0.0,0.4,0.8,0.8,0.7,0.8,0.8,0.7,0.8,0.0,0.0,0.4,0.6,0,124.0,0.5636,140.0,0.6364,0.8409090909090909,0.0,0.4666666666666667,0.5,0.6,0.7
60,1.0,1.0,1.0,1.0,0.7,0.9,1.0,0.6,0.9,0,1.0,1.0,0.6,0.9,0.6,0.8,0.4,0.8,0.8,0.6,0.7,0.7,0.8,0,211.0,0.9591,147.0,0.6682,1.0,0.8140000000000001,0.85,0.7714285714285715,1.0,0.62
61,0.8,1.0,1.0,1.0,0.6,0.8,1.0,0.8,0.7,0,1.0,0.8,0.7,0.9,0.7,0.6,0.8,0.7,0.8,0.8,0.7,0.7,0.8,0,201.0,0.9136,160.0,0.7273,1.0,0.82,0.7833333333333333,0.7857142857142857,0.9625,0.7
62,0.9,0.9,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,0.9,1.0,0.8,0.8,0.6,1.0,1.0,0.8,1.0,1.0,0.9,0,211.0,0.9591,189.0,0.8591,1.0,0.909,1.0,0.9428571428571428,0.94375,0.82
63,0.9,1.0,1.0,0.9,0.6,0.8,1.0,0.5,0.9,0,1.0,1.0,0.7,0.9,0.6,0.6,0.4,0.8,0.7,0.6,0.7,0.8,0.8,0,202.0,0.9182,146.0,0.6636,1.0,0.791,0.8,0.7571428571428571,0.9625,0.62
64,1.0,1.0,1.0,1.0,0.9,0.8,1.0,0.7,0.9,0,1.0,1.0,0.8,1.0,0.7,0.7,0.6,0.9,0.9,0.8,0.9,0.8,0.7,0,213.0,0.9682000000000001,167.0,0.7591,1.0,0.8640000000000001,0.8833333333333333,0.8428571428571429,1.0,0.72
65,1.0,1.0,1.0,1.0,0.7,0.8,1.0,0.8,0.9,0,1.0,0.9,0.6,1.0,0.6,0.8,0.5,0.9,0.8,0.9,0.8,0.9,0.7,0,211.0,0.9591,160.0,0.7273,1.0,0.843,0.85,0.8285714285714286,1.0,0.68
66,1.0,1.0,0.9,0.9,0.5,0.9,1.0,1.0,1.0,0,1.0,1.0,0.9,1.0,0.7,0.8,0.7,0.9,0.9,0.9,0.9,0.9,0.9,0,208.0,0.9455,184.0,0.8364,1.0,0.891,0.9,0.9142857142857143,0.9625,0.8
67,1.0,1.0,1.0,1.0,0.8,0.9,1.0,0.8,0.9,0,1.0,1.0,0.9,0.9,0.6,0.7,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0,214.0,0.9727,178.0,0.8090999999999999,1.0,0.891,0.9,0.8714285714285714,1.0,0.78
68,0.8,1.0,1.0,0.9,0.6,0.9,1.0,0.9,0.9,0,1.0,1.0,0.8,0.9,0.4,0.6,0.4,0.8,0.9,0.9,0.9,0.7,0.7,0,204.0,0.9273,145.0,0.6591,1.0,0.7929999999999999,0.8833333333333333,0.8285714285714286,0.94375,0.58
69,0.8,1.0,1.0,0.9,0.8,0.8,0.9,0.8,1.0,0,0.9,0.8,0.0,0.9,0.0,0.0,0.0,0.8,0.9,0.8,0.9,0.8,0.7,0,198.0,0.9,81.0,0.36819999999999997,0.7272727272727273,0.0,0.85,0.8142857142857143,0.91875,0.16
70,0.9,1.0,1.0,1.0,0.9,0.8,1.0,0.7,0.9,0,0.9,0.9,0.7,0.9,0.6,0.7,0.4,0.8,1.0,0.8,0.8,0.8,0.8,0,205.0,0.9318,155.0,0.7045,1.0,0.818,0.8666666666666667,0.8428571428571429,0.95625,0.64
71,0.9,1.0,1.0,0.9,0.4,0.9,1.0,0.6,0.9,0,1.0,0.9,0.8,0.9,0.8,0.8,0.6,0.8,0.8,0.7,0.9,0.6,0.7,0,201.0,0.9136,163.0,0.7409,1.0,0.827,0.7833333333333333,0.7857142857142857,0.9625,0.72
72,0.7,1.0,1.0,1.0,0.8,0.9,0.9,0.8,0.6,0,0.9,0.4,0.4,0.8,0.0,0.0,0.7,0.6,0.8,0.8,0.7,0.4,0.7,0,191.0,0.8682000000000001,96.0,0.4364,0.8636363636363636,0.0,0.7333333333333333,0.7285714285714285,0.91875,0.3
73,0.9,1.0,1.0,1.0,0.7,0.9,1.0,0.8,0.9,0,1.0,1.0,0.4,0.9,0.0,0.4,0.0,0.7,0.9,0.6,0.7,0.6,0.7,0,210.0,0.9545,94.0,0.42729999999999996,0.8636363636363636,0.0,0.8833333333333333,0.7428571428571429,0.98125,0.28
74,0.7,0.9,1.0,0.8,0.7,0.8,0.8,0.8,0.8,0,0.9,0.5,0.7,0.9,0.6,0.6,0.6,0.7,0.8,0.8,0.8,0.4,0.9,0,182.0,0.8272999999999999,145.0,0.6591,1.0,0.743,0.7333333333333333,0.8285714285714286,0.8625,0.58
75,0.9,1.0,1.0,1.0,1.0,0.9,0.9,0.4,1.0,0,1.0,0.8,0.6,0.8,0.5,0.5,0.6,0.7,0.8,0.8,0.7,0.7,0.7,0,207.0,0.9409000000000001,139.0,0.6317999999999999,1.0,0.786,0.8333333333333334,0.7428571428571429,0.98125,0.58
76,0.9,1.0,1.0,1.0,0.8,1.0,1.0,0.9,0.9,0,1.0,0.8,0.9,0.9,0.9,0.7,0.6,0.8,0.8,0.8,0.8,0.9,0.9,0,211.0,0.9591,179.0,0.8135999999999999,1.0,0.8859999999999999,0.9,0.8428571428571429,0.98125,0.8
77,1.0,1.0,1.0,1.0,0.8,0.9,1.0,0.7,0.9,0,1.0,0.9,0.8,1.0,0.8,0.7,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0,212.0,0.9635999999999999,184.0,0.8364,1.0,0.9,0.8666666666666667,0.9142857142857143,1.0,0.8
78,1.0,1.0,1.0,1.0,0.8,0.8,0.9,1.0,0.9,0,0.9,0.8,0.8,0.9,0.7,0.9,0.7,0.8,0.9,0.9,1.0,0.9,0.9,0,208.0,0.9455,183.0,0.8318,1.0,0.889,0.8666666666666667,0.9,0.975,0.8
79,0.9,1.0,1.0,1.0,0.4,0.8,0.8,0.6,0.9,0,1.0,0.9,0.6,0.9,0.6,0.6,0.4,0.8,0.8,0.6,0.8,0.8,0.8,0,201.0,0.9136,145.0,0.6591,1.0,0.786,0.7333333333333333,0.7857142857142857,0.98125,0.6
80,1.0,1.0,1.0,1.0,0.5,0.9,1.0,1.0,0.9,0,1.0,1.0,0.8,0.9,0.7,0.9,0.7,0.7,0.9,0.8,0.9,0.9,0.8,0,213.0,0.9682000000000001,178.0,0.8090999999999999,1.0,0.889,0.8833333333333333,0.8285714285714286,1.0,0.8
81,0.8,1.0,0.9,0.8,0.7,0.9,0.9,0.5,0.9,0,0.4,0.9,0.0,0.8,0.0,0.0,0.0,0.7,0.8,0.7,0.7,0.5,0.7,0,169.0,0.7682,66.0,0.3,0.7272727272727273,0.0,0.8,0.7285714285714285,0.75625,0.1
82,0.8,1.0,1.0,0.9,0.7,0.9,1.0,0.9,0.9,0,1.0,0.9,0.7,0.9,0.6,0.7,0.6,0.8,0.6,0.9,0.7,0.6,0.7,0,204.0,0.9273,149.0,0.6773,1.0,0.8019999999999999,0.8833333333333333,0.7571428571428571,0.94375,0.64
83,0.8,1.0,1.0,1.0,0.6,0.8,1.0,0.4,0.9,0,0.9,0.9,0.0,0.9,0.4,0.0,0.0,0.7,0.8,0.4,0.4,0.4,0.7,0,196.0,0.8909,70.0,0.3182,0.7954545454545454,0.0,0.7666666666666667,0.6571428571428571,0.9375,0.16
84,1.0,1.0,1.0,0.9,0.4,0.9,0.9,0.8,1.0,0,1.0,1.0,0.9,1.0,0.8,0.8,0.7,0.9,0.9,0.8,1.0,0.9,0.9,0,207.0,0.9409000000000001,187.0,0.85,1.0,0.8949999999999999,0.8333333333333334,0.9142857142857143,0.98125,0.82
85,0.9,1.0,1.0,1.0,0.8,0.8,1.0,0.9,0.9,0,1.0,0.9,0.9,1.0,0.7,0.7,0.6,0.8,0.9,0.7,0.8,0.7,0.7,0,210.0,0.9545,164.0,0.7455,1.0,0.85,0.8833333333333333,0.8,0.98125,0.72
86,0.9,1.0,1.0,1.0,0.4,0.8,1.0,0.9,0.9,0,1.0,1.0,0.8,1.0,0.7,0.8,0.5,0.8,0.7,0.9,0.9,0.8,0.8,0,207.0,0.9409000000000001,167.0,0.7591,1.0,0.85,0.8333333333333334,0.8428571428571429,0.98125,0.72
87,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0,0,1.0,1.0,0.8,0.9,0.8,0.8,0.5,0.9,0.9,0.9,1.0,0.8,0.9,0,218.0,0.9909000000000001,175.0,0.7955,1.0,0.893,0.9666666666666667,0.9142857142857143,1.0,0.74
88,0.8,1.0,1.0,1.0,0.4,0.7,1.0,0.5,0.9,0,1.0,0.9,0.6,0.9,0.4,0.5,0.0,0.7,0.7,0.6,0.6,0.6,0.7,0,198.0,0.9,112.0,0.5091,0.9318181818181818,0.0,0.7333333333333333,0.7,0.9625,0.42
89,0.9,1.0,1.0,1.0,0.6,1.0,0.9,0.8,0.9,0,1.0,0.9,0.6,0.9,0.4,0.6,0.5,0.8,0.6,0.9,0.8,0.8,0.8,0,208.0,0.9455,143.0,0.65,1.0,0.798,0.85,0.8,0.98125,0.58
90,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0,1.0,1.0,1.0,1.0,0.7,0.7,0.6,0.9,0.9,0.8,0.8,0.9,0.8,0,215.0,0.9773,177.0,0.8045,1.0,0.891,0.9166666666666666,0.8571428571428571,1.0,0.78
91,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,0,1.0,1.0,0.9,1.0,0.6,0.9,0.6,0.9,1.0,0.9,1.0,0.9,0.9,0,219.0,0.9955,183.0,0.8318,1.0,0.914,0.9833333333333333,0.9428571428571428,1.0,0.78
92,1.0,1.0,1.0,0.9,0.8,0.9,1.0,0.5,0.9,0,1.0,0.8,0.9,0.9,0.4,0.4,0.4,0.8,0.6,0.7,0.8,0.8,0.8,0,206.0,0.9364000000000001,141.0,0.6409,1.0,0.7889999999999999,0.8166666666666667,0.7714285714285715,0.98125,0.58
93,0.9,1.0,1.0,0.9,0.4,0.9,1.0,1.0,0.8,0,1.0,0.7,0.8,0.8,0.6,0.7,0.6,0.7,0.8,0.7,0.9,0.7,0.9,0,202.0,0.9182,159.0,0.7227,1.0,0.82,0.8,0.8142857142857143,0.9625,0.68
94,0.9,1.0,1.0,0.9,0.7,0.7,0.9,0.9,0.9,0,0.9,0.9,0.6,0.9,0.0,0.6,0.0,0.7,0.6,0.8,0.8,0.8,0.8,0,200.0,0.9090999999999999,114.0,0.5182,0.8636363636363636,0.0,0.8333333333333334,0.7714285714285715,0.9375,0.4
95,0.9,0.9,1.0,1.0,0.5,0.8,0.9,0.8,0.9,0,1.0,0.9,0.4,0.9,0.6,0.7,0.4,0.8,0.8,0.6,0.8,0.8,0.8,0,202.0,0.9182,142.0,0.6455,1.0,0.782,0.8,0.7857142857142857,0.9625,0.58
96,1.0,1.0,1.0,1.0,0.6,0.9,0.9,1.0,0.9,0,1.0,1.0,0.9,1.0,0.8,0.8,0.9,0.9,1.0,0.9,0.9,1.0,0.9,0,213.0,0.9682000000000001,197.0,0.8955,1.0,0.932,0.8833333333333333,0.9285714285714286,1.0,0.88
97,1.0,1.0,1.0,0.9,0.8,0.9,0.9,1.0,0.9,0,1.0,0.9,0.9,1.0,0.8,0.9,0.8,0.9,1.0,0.9,0.8,0.7,0.9,0,211.0,0.9591,187.0,0.85,1.0,0.905,0.9,0.9142857142857143,0.98125,0.82
98,0.8,1.0,1.0,0.8,0.6,0.8,1.0,0.8,0.9,0,1.0,0.9,0.7,0.9,0.8,0.8,0.6,0.8,0.9,0.9,0.9,0.7,0.8,0,198.0,0.9,168.0,0.7636000000000001,1.0,0.8320000000000001,0.8333333333333334,0.8571428571428571,0.925,0.72
99,0.8,1.0,0.9,1.0,1.0,0.9,1.0,1.0,1.0,0,1.0,1.0,0.9,1.0,0.9,1.0,0.7,1.0,0.8,0.9,1.0,1.0,0.9,0,210.0,0.9545,200.0,0.9090999999999999,1.0,0.932,0.9833333333333333,0.9285714285714286,0.94375,0.9
100,0.9,1.0,0.8,1.0,0.7,0.8,1.0,0.6,1.0,0,1.0,1.0,0.7,1.0,0.7,0.8,0.6,0.9,0.9,0.7,0.8,0.6,0.8,0,202.0,0.9182,161.0,0.7318,1.0,0.825,0.85,0.8428571428571429,0.94375,0.68
101,1.0,1.0,1.0,1.0,0.8,0.9,1.0,0.9,0.9,0,1.0,1.0,1.0,1.0,0.8,0.8,0.7,1.0,0.9,0.9,0.9,0.7,0.9,0,215.0,0.9773,185.0,0.8409000000000001,1.0,0.909,0.9166666666666666,0.9285714285714286,1.0,0.8
102,1.0,1.0,1.0,1.0,0.7,0.9,1.0,0.8,0.9,0,1.0,0.9,0.7,0.8,0.6,0.7,0.6,0.7,0.8,0.8,0.8,0.7,0.8,0,212.0,0.9635999999999999,154.0,0.7,1.0,0.8320000000000001,0.8666666666666667,0.7857142857142857,1.0,0.66
103,0.9,1.0,1.0,0.9,0.6,0.7,0.9,0.8,0.9,0,0.9,0.8,0.0,0.9,0.0,0.0,0.0,0.7,0.9,0.6,0.7,0.7,0.7,0,197.0,0.8955,73.0,0.3318,0.7272727272727273,0.0,0.7833333333333333,0.7428571428571429,0.9375,0.14
104,0.9,1.0,1.0,1.0,0.9,0.9,1.0,0.7,1.0,0,1.0,0.9,0.8,1.0,0.8,0.6,0.0,0.9,0.8,0.7,0.7,0.8,0.9,0,211.0,0.9591,149.0,0.6773,0.9318181818181818,0.0,0.9,0.8428571428571429,0.98125,0.6
105,0.9,1.0,0.9,0.9,1.0,0.9,1.0,0.7,0.9,0,1.0,1.0,0.8,0.9,0.6,0.7,0.5,0.8,0.9,0.9,0.8,0.9,0.9,0,206.0,0.9364000000000001,166.0,0.7545,1.0,0.845,0.9166666666666666,0.8714285714285714,0.94375,0.7
