,DISCRETE MATHEMATICS,FUND. OF DATA STRUCTURES,OBJECT ORIENTED PROGRAMMING,COMPUTER GRAPHICS,DIGITAL ELEC. & LOGIC DESIGN,DATA STUCTURES LABORATORY,OOP & COMP. GRAPHICS LAB.,DIGITAL ELEC. LABORATORY,BUSINESS COMMUNICATION SKILLS,HUMANITY & SOCIAL SCIENCE,AUDIT COURSE,ENGINEERING MATHEMATICS III,ENGINEERING MATHEMATICS III.1,DATA STRUCTURES & ALGO.,SOFTWARE ENGINEERING,MICROPROCESSOR,PRINCIPLES OF PROG. LANG.,DATA STRUCTURES & ALGO. LAB.,MICROPROCESSOR LABORATORY,PROJECT BASED LEARNING II,CODE OF CONDUCT,AUDIT COURSE.1,SEM_3_GPA,SEM_3_SGPA,SEM_4_GPA,SEM_4_SGPA,TOTAL_CREDITS_EARNED,CGPA,SEM_3_INTERNAL,SEM_4_INTERNAL,SEM_3_EXTERNAL,SEM_4_EXTERNAL
114,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,1.0,0.9,0,0.9,0.8,0.7,0.8,0.8,0.7,0.9,0.9,1.0,0.9,0,214.0,0.9727,181.0,0.8227,1.0,0.898,0.9142857142857143,0.9142857142857143,1.0,0.78
115,1.0,1.0,1.0,0.9,1.0,0.9,0.9,0.9,1.0,0.9,0,0.9,0.9,0.9,0.8,0.8,1.0,0.8,1.0,1.0,0.9,0,211.0,0.9591,196.0,0.8909,1.0,0.925,0.9142857142857143,0.9142857142857143,0.98,0.88
116,0.9,0.9,1.0,0.9,1.0,0.9,1.0,1.0,1.0,0.9,0,0.8,0.8,0.7,0.6,0.7,0.7,0.7,0.9,0.9,0.9,0,208.0,0.9455,163.0,0.7409,1.0,0.843,0.9571428571428572,0.8285714285714286,0.94,0.7
117,0.9,0.9,1.0,0.9,1.0,0.7,0.9,0.9,0.9,0.9,0,0.9,0.9,0.7,0.7,0.7,0.8,1.0,0.9,1.0,1.0,0,200.0,0.9090999999999999,182.0,0.8272999999999999,1.0,0.868,0.8428571428571429,0.9714285714285714,0.94,0.76
118,1.0,1.0,1.0,0.9,1.0,0.8,0.9,0.9,1.0,1.0,0,1.0,0.9,0.8,0.9,0.8,0.9,1.0,1.0,0.9,1.0,0,210.0,0.9545,199.0,0.9045,1.0,0.93,0.9,0.9571428571428572,0.98,0.88
119,1.0,1.0,1.0,1.0,1.0,0.8,0.9,1.0,1.0,0.9,0,0.7,0.4,0.4,0.4,0.4,0.5,0.6,0.8,1.0,0.9,0,213.0,0.9682000000000001,125.0,0.5682,1.0,0.768,0.9,0.7571428571428571,1.0,0.48
120,1.0,0.9,1.0,0.9,1.0,0.6,0.9,0.9,1.0,0.9,0,0.9,0.7,0.4,0.0,0.6,0.6,0.0,0.0,0.9,0.9,0,202.0,0.9182,109.0,0.4955,0.8636363636363636,0.0,0.8285714285714286,0.4857142857142857,0.96,0.5
121,0.9,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0,0.7,0.9,0.5,0.7,0.6,0.9,0.9,0.9,1.0,0.9,0,210.0,0.9545,167.0,0.7591,1.0,0.857,0.9,0.9285714285714286,0.98,0.68
122,0.9,1.0,0.9,0.9,1.0,0.9,0.9,0.9,0.9,1.0,0,0.9,0.7,0.8,0.6,0.7,0.8,0.8,0.8,0.9,0.7,0,205.0,0.9318,170.0,0.7727,1.0,0.852,0.9142857142857143,0.8,0.94,0.76
123,1.0,1.0,1.0,0.9,1.0,0.8,0.8,1.0,0.9,0.9,0,0.4,0.7,0.5,0.5,0.6,0.7,0.0,0.8,1.0,1.0,0,207.0,0.9409000000000001,126.0,0.5727,0.9545454545454546,0.0,0.8571428571428571,0.6428571428571429,0.98,0.54
124,1.0,1.0,0.8,1.0,1.0,0.8,0.9,1.0,0.9,1.0,0,1.0,0.9,0.8,0.8,0.7,0.7,0.8,0.9,0.9,0.9,0,207.0,0.9409000000000001,181.0,0.8227,1.0,0.882,0.9,0.8714285714285714,0.96,0.8
125,1.0,1.0,1.0,1.0,1.0,0.9,0.8,0.9,0.9,0.9,0,0.7,0.7,0.4,0.6,0.6,0.5,0.8,0.9,0.9,0.9,0,211.0,0.9591,143.0,0.65,1.0,0.805,0.8714285714285714,0.8428571428571429,1.0,0.56
126,1.0,1.0,1.0,0.9,1.0,0.9,0.9,1.0,0.9,1.0,0,1.0,0.9,0.7,0.7,0.7,0.7,0.8,0.9,0.9,0.8,0,212.0,0.9635999999999999,174.0,0.7908999999999999,1.0,0.877,0.9285714285714286,0.8571428571428571,0.98,0.76
127,1.0,1.0,1.0,1.0,1.0,0.9,0.8,0.9,0.9,1.0,0,0.6,0.4,0.4,0.4,0.5,0.6,0.7,0.6,0.9,0.8,0,212.0,0.9635999999999999,125.0,0.5682,1.0,0.766,0.8857142857142857,0.7142857142857143,1.0,0.5
128,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0,0.9,0.8,0.6,0.7,0.8,0.8,0.8,0.9,1.0,0.8,0,215.0,0.9773,175.0,0.7955,1.0,0.8859999999999999,0.9285714285714286,0.8714285714285714,1.0,0.76
129,1.0,1.0,0.9,0.9,1.0,0.9,0.8,1.0,0.9,1.0,0,1.0,0.9,0.8,0.7,0.7,0.7,0.9,0.9,0.9,0.9,0,207.0,0.9409000000000001,180.0,0.8182,1.0,0.8800000000000001,0.9,0.9,0.96,0.78
130,1.0,1.0,0.9,1.0,1.0,0.9,1.0,1.0,1.0,1.0,0,0.9,0.9,0.7,0.8,0.7,0.9,0.8,1.0,1.0,0.9,0,215.0,0.9773,184.0,0.8364,1.0,0.907,0.9714285714285714,0.9142857142857143,0.98,0.8
131,1.0,1.0,1.0,0.9,1.0,0.9,0.8,0.9,1.0,0.9,0,0.9,0.9,0.8,0.8,0.9,0.8,1.0,0.9,1.0,0.9,0,209.0,0.95,193.0,0.8773,1.0,0.914,0.8857142857142857,0.9571428571428572,0.98,0.84
132,0.9,1.0,1.0,0.9,1.0,0.9,0.8,0.9,1.0,0.9,0,0.9,0.7,0.8,0.9,0.8,0.8,0.8,0.9,0.9,0.9,0,206.0,0.9364000000000001,185.0,0.8409000000000001,1.0,0.889,0.8857142857142857,0.8428571428571429,0.96,0.84
133,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,1.0,0.9,0,0.9,1.0,0.7,0.7,0.8,0.9,1.0,0.9,1.0,1.0,0,214.0,0.9727,189.0,0.8591,1.0,0.916,0.9142857142857143,0.9857142857142858,1.0,0.8
134,1.0,1.0,1.0,1.0,1.0,0.9,0.8,0.9,1.0,0.9,0,1.0,0.9,0.9,0.9,0.8,0.9,0.8,0.9,0.9,0.9,0,212.0,0.9635999999999999,196.0,0.8909,1.0,0.9269999999999999,0.8857142857142857,0.8714285714285714,1.0,0.9
135,0.9,1.0,1.0,1.0,1.0,0.8,0.8,0.9,0.9,1.0,0,0.8,0.7,0.7,0.7,0.6,0.6,0.6,0.8,0.8,0.7,0,207.0,0.9409000000000001,152.0,0.6909,1.0,0.8160000000000001,0.8571428571428571,0.7142857142857143,0.98,0.68
136,0.9,0.9,0.9,0.9,1.0,0.7,0.9,1.0,1.0,0.7,0,0.9,0.9,0.7,0.7,0.7,0.8,0.8,0.9,1.0,0.9,0,197.0,0.8955,177.0,0.8045,1.0,0.85,0.8428571428571429,0.9,0.92,0.76
137,0.8,0.9,0.8,0.9,1.0,0.9,0.8,0.9,0.9,0.9,0,0.0,0.7,0.5,0.5,0.0,0.4,0.0,0.0,0.9,0.7,0,193.0,0.8773,74.0,0.3364,0.7954545454545454,0.0,0.8714285714285714,0.45714285714285713,0.88,0.28
138,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0,1.0,0.9,0.6,0.6,0.8,0.7,0.9,0.8,0.9,1.0,0,215.0,0.9773,174.0,0.7908999999999999,1.0,0.884,0.9285714285714286,0.9,1.0,0.74
139,1.0,1.0,1.0,0.9,1.0,0.9,0.8,0.9,0.9,0.9,0,0.8,0.7,0.5,0.7,0.6,0.6,0.6,0.8,0.8,0.7,0,208.0,0.9455,146.0,0.6636,1.0,0.805,0.8714285714285714,0.7142857142857143,0.98,0.64
140,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9,0.9,0,0.8,0.9,0.7,0.8,0.8,0.9,0.9,1.0,0.9,1.0,0,214.0,0.9727,185.0,0.8409000000000001,1.0,0.907,0.9142857142857143,0.9285714285714286,1.0,0.8
141,0.9,0.8,0.9,0.9,1.0,0.9,0.8,1.0,1.0,0.8,0,0.7,0.8,0.0,0.4,0.4,0.7,0.7,0.9,0.9,1.0,0,197.0,0.8955,125.0,0.5682,0.9318181818181818,0.0,0.8857142857142857,0.8428571428571429,0.9,0.44
142,1.0,1.0,1.0,0.9,1.0,0.7,0.9,0.9,1.0,1.0,0,0.9,0.9,0.6,0.7,0.7,0.6,0.9,0.9,0.9,0.9,0,208.0,0.9455,168.0,0.7636000000000001,1.0,0.8550000000000001,0.8714285714285714,0.9,0.98,0.7
143,1.0,1.0,1.0,1.0,1.0,0.9,0.8,0.9,1.0,0.9,0,0.8,0.9,0.7,0.8,0.8,0.9,1.0,0.9,1.0,1.0,0,212.0,0.9635999999999999,188.0,0.8545,1.0,0.909,0.8857142857142857,0.9714285714285714,1.0,0.8
144,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.8,0,0.8,0.8,0.6,0.4,0.6,0.7,0.9,0.9,0.9,0.9,0,215.0,0.9773,155.0,0.7045,1.0,0.841,0.9285714285714286,0.8857142857142857,1.0,0.62
145,1.0,1.0,0.9,1.0,1.0,0.7,0.8,1.0,0.9,0.9,0,0.7,0.7,0.6,0.7,0.7,0.6,0.7,0.8,1.0,0.8,0,205.0,0.9318,156.0,0.7091000000000001,1.0,0.82,0.8285714285714286,0.8142857142857143,0.98,0.66
146,1.0,0.9,1.0,1.0,1.0,0.8,0.8,1.0,0.9,0.9,0,0.9,1.0,0.7,0.6,0.8,0.8,0.7,0.7,0.9,1.0,0,207.0,0.9409000000000001,173.0,0.7864,1.0,0.8640000000000001,0.8571428571428571,0.8428571428571429,0.98,0.76
147,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0,1.0,0.9,0.8,0.9,0.9,0.7,1.0,1.0,1.0,0.7,0,218.0,0.9909000000000001,195.0,0.8864000000000001,1.0,0.9390000000000001,0.9714285714285714,0.9428571428571428,1.0,0.86
148,1.0,0.9,0.9,0.9,0.9,0.9,0.8,1.0,0.9,0.8,0,0.8,0.7,0.5,0.7,0.7,0.7,0.8,0.8,1.0,0.9,0,199.0,0.9045,162.0,0.7363999999999999,1.0,0.82,0.8714285714285714,0.8571428571428571,0.92,0.68
149,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,0,1.0,1.0,0.9,0.7,0.8,0.7,1.0,1.0,0.9,0.9,0,215.0,0.9773,190.0,0.8635999999999999,1.0,0.9199999999999999,0.9285714285714286,0.9571428571428572,1.0,0.82
150,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0,1.0,0.9,0.7,0.8,0.7,0.6,1.0,1.0,1.0,1.0,0,218.0,0.9909000000000001,183.0,0.8318,1.0,0.9109999999999999,0.9714285714285714,0.9857142857142858,1.0,0.76
151,1.0,1.0,1.0,1.0,1.0,0.8,0.9,0.9,1.0,0.9,0,1.0,1.0,0.5,0.5,0.7,0.8,1.0,0.9,0.9,1.0,0,212.0,0.9635999999999999,172.0,0.7817999999999999,1.0,0.873,0.8857142857142857,0.9571428571428572,1.0,0.7
152,0.9,0.9,1.0,0.9,1.0,0.9,0.9,1.0,1.0,1.0,0,0.5,0.7,0.4,0.6,0.0,0.5,0.7,0.7,0.9,0.9,0,207.0,0.9409000000000001,115.0,0.5227,0.9318181818181818,0.0,0.9428571428571428,0.7857142857142857,0.94,0.4
153,1.0,0.9,1.0,1.0,1.0,0.8,0.8,1.0,0.9,0.9,0,0.7,0.9,0.7,0.7,0.7,0.7,0.8,0.9,0.8,0.9,0,207.0,0.9409000000000001,164.0,0.7455,1.0,0.843,0.8571428571428571,0.8428571428571429,0.98,0.7
154,1.0,1.0,0.9,1.0,1.0,0.8,0.9,0.9,0.9,0.9,0,0.9,0.8,0.7,0.4,0.7,0.5,1.0,0.9,1.0,0.9,0,208.0,0.9455,162.0,0.7363999999999999,1.0,0.841,0.8714285714285714,0.9428571428571428,0.98,0.64
155,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0,1.0,0.9,0.6,0.8,0.8,0.8,0.9,0.9,0.9,1.0,0,213.0,0.9682000000000001,184.0,0.8364,1.0,0.9019999999999999,0.9,0.9142857142857143,1.0,0.8
156,1.0,0.9,1.0,0.9,1.0,0.9,0.8,0.9,0.9,0.9,0,0.7,0.9,0.7,0.7,0.9,0.9,0.7,0.8,1.0,0.9,0,205.0,0.9318,177.0,0.8045,1.0,0.868,0.8714285714285714,0.8571428571428571,0.96,0.78
157,1.0,1.0,1.0,0.9,1.0,0.9,0.9,1.0,0.9,0.9,0,0.9,0.8,0.7,0.7,0.7,0.7,0.7,0.9,0.9,1.0,0,211.0,0.9591,170.0,0.7727,1.0,0.866,0.9142857142857143,0.8428571428571429,0.98,0.74
158,1.0,0.9,1.0,0.9,1.0,0.9,0.8,0.9,1.0,0.9,0,0.4,0.7,0.4,0.7,0.4,0.7,0.9,0.9,0.9,0.9,0,206.0,0.9364000000000001,139.0,0.6317999999999999,1.0,0.784,0.8857142857142857,0.8714285714285714,0.96,0.52
159,1.0,0.9,0.9,1.0,1.0,0.9,0.9,1.0,1.0,1.0,0,0.9,0.9,0.6,0.7,0.7,0.5,0.8,0.8,1.0,0.9,0,210.0,0.9545,164.0,0.7455,1.0,0.85,0.9428571428571428,0.8857142857142857,0.96,0.68
160,1.0,0.9,1.0,1.0,1.0,0.8,0.9,1.0,0.9,0.9,0,0.9,0.9,0.6,0.6,0.8,0.7,0.8,0.9,1.0,1.0,0,209.0,0.95,172.0,0.7817999999999999,1.0,0.866,0.8857142857142857,0.9142857142857143,0.98,0.72
161,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,1.0,0.9,0,0.9,0.8,0.8,0.6,0.7,0.8,0.9,0.9,0.9,1.0,0,214.0,0.9727,177.0,0.8045,1.0,0.889,0.9142857142857143,0.9,1.0,0.76
162,1.0,1.0,0.9,1.0,1.0,0.9,0.9,0.9,1.0,1.0,0,1.0,1.0,0.8,0.8,0.9,0.8,1.0,1.0,1.0,1.0,0,212.0,0.9635999999999999,199.0,0.9045,1.0,0.9339999999999999,0.9285714285714286,1.0,0.98,0.86
163,1.0,1.0,0.9,0.8,1.0,0.7,0.9,1.0,0.9,0.9,0,0.7,0.7,0.4,0.5,0.6,0.4,0.0,0.0,0.9,0.7,0,201.0,0.9136,110.0,0.5,0.9318181818181818,0.0,0.8571428571428571,0.45714285714285713,0.94,0.52
164,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0.9,0,1.0,0.9,0.8,0.9,1.0,0.7,0.9,1.0,1.0,0.9,0,217.0,0.9864,198.0,0.9,1.0,0.943,0.9571428571428572,0.9428571428571428,1.0,0.88
165,1.0,1.0,0.8,0.9,1.0,0.8,1.0,0.9,0.9,0.9,0,0.8,0.8,0.6,0.6,0.8,0.7,1.0,0.9,1.0,1.0,0,204.0,0.9273,172.0,0.7817999999999999,1.0,0.8550000000000001,0.9,0.9571428571428572,0.94,0.7
166,0.9,0.8,0.8,1.0,1.0,0.9,0.9,0.9,1.0,0.9,0,0.8,0.8,0.4,0.4,0.7,0.6,0.7,0.8,0.9,0.9,0,199.0,0.9045,144.0,0.6545,1.0,0.78,0.9142857142857143,0.8142857142857143,0.9,0.58
167,1.0,1.0,1.0,1.0,1.0,0.9,0.8,1.0,0.9,0.5,0,0.8,0.8,0.6,0.0,0.7,0.4,0.7,0.8,0.9,0.9,0,208.0,0.9455,132.0,0.6,0.9318181818181818,0.0,0.8285714285714286,0.8142857142857143,1.0,0.5
168,1.0,1.0,1.0,1.0,1.0,0.8,0.9,0.9,0.9,0.9,0,0.8,0.9,0.6,0.6,0.6,0.8,0.7,0.8,0.9,0.9,0,211.0,0.9591,160.0,0.7273,1.0,0.843,0.8714285714285714,0.8285714285714286,1.0,0.68
169,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.9,0.7,0.6,0,0.8,0.6,0.7,0.6,0.7,0.6,0.6,0.8,0.9,0.9,0,204.0,0.9273,155.0,0.7045,1.0,0.8160000000000001,0.7714285714285715,0.7571428571428571,1.0,0.68
170,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,0.7,0,1.0,0.9,0.4,0.8,0.7,0.7,0.9,0.9,0.9,0.9,0,214.0,0.9727,171.0,0.7773,1.0,0.875,0.9142857142857143,0.9,1.0,0.72
171,1.0,1.0,0.9,0.9,1.0,0.9,0.8,0.9,0.9,1.0,0,0.9,0.9,0.6,0.7,0.6,0.7,0.8,0.8,0.9,0.9,0,206.0,0.9364000000000001,165.0,0.75,1.0,0.843,0.8857142857142857,0.8571428571428571,0.96,0.7
172,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0,0,1.0,0.9,0.7,0.7,0.9,0.7,1.0,1.0,0.9,0.8,0,216.0,0.9818,185.0,0.8409000000000001,1.0,0.9109999999999999,0.9428571428571428,0.9285714285714286,1.0,0.8
173,0.8,1.0,0.9,0.9,1.0,0.8,0.9,0.9,1.0,0.9,0,0.0,0.6,0.0,0.6,0.4,0.6,0.7,0.8,0.9,1.0,0,200.0,0.9090999999999999,104.0,0.4727,0.8636363636363636,0.0,0.8857142857142857,0.8,0.92,0.32
174,1.0,1.0,0.8,0.9,1.0,0.8,0.9,0.8,0.8,0.4,0,0.0,0.4,0.0,0.0,0.0,0.5,0.5,0.5,0.8,0.7,0,195.0,0.8864000000000001,57.0,0.2591,0.7272727272727273,0.0,0.7714285714285715,0.6,0.94,0.1
175,1.0,1.0,1.0,0.9,1.0,0.9,1.0,0.9,1.0,1.0,0,0.8,0.9,0.8,0.9,0.8,1.0,0.7,0.9,1.0,1.0,0,214.0,0.9727,191.0,0.8682000000000001,1.0,0.9199999999999999,0.9571428571428572,0.8857142857142857,0.98,0.86
176,1.0,1.0,1.0,0.9,1.0,0.9,0.8,0.9,0.9,0.9,0,1.0,0.7,0.6,0.7,0.6,0.6,0.8,0.8,0.9,0.8,0,208.0,0.9455,162.0,0.7363999999999999,1.0,0.841,0.8714285714285714,0.8142857142857143,0.98,0.7
177,1.0,1.0,1.0,0.9,1.0,0.9,0.9,1.0,0.9,0.9,0,0.9,0.7,0.8,0.8,1.0,0.7,0.8,0.9,0.9,0.9,0,211.0,0.9591,185.0,0.8409000000000001,1.0,0.9,0.9142857142857143,0.8428571428571429,0.98,0.84
178,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,0.9,0.9,0,0.9,0.9,0.9,0.8,0.8,0.7,0.9,1.0,1.0,0.9,0,215.0,0.9773,189.0,0.8591,1.0,0.9179999999999999,0.9285714285714286,0.9428571428571428,1.0,0.82
179,1.0,1.0,1.0,0.9,1.0,0.8,0.8,1.0,0.9,0.8,0,0.9,0.9,0.8,0.8,1.0,0.7,0.9,1.0,1.0,0.9,0,206.0,0.9364000000000001,192.0,0.8727,1.0,0.905,0.8428571428571429,0.9428571428571428,0.98,0.84
180,0.9,1.0,1.0,0.9,1.0,0.9,0.8,1.0,0.9,0.9,0,0.7,0.7,0.7,0.6,0.6,0.6,0.9,0.8,0.9,0.9,0,206.0,0.9364000000000001,156.0,0.7091000000000001,1.0,0.8230000000000001,0.8857142857142857,0.8571428571428571,0.96,0.64
181,1.0,1.0,1.0,1.0,1.0,0.9,0.8,0.9,0.9,1.0,0,0.9,0.8,0.7,0.7,0.7,0.6,0.9,0.8,0.9,0.9,0,212.0,0.9635999999999999,169.0,0.7682,1.0,0.866,0.8857142857142857,0.8714285714285714,1.0,0.72
182,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9,1.0,0,0.7,0.8,0.5,0.7,0.8,0.7,0.8,0.9,0.9,0.9,0,215.0,0.9773,162.0,0.7363999999999999,1.0,0.857,0.9285714285714286,0.8571428571428571,1.0,0.68
183,1.0,1.0,1.0,0.9,1.0,0.9,0.9,1.0,0.9,1.0,0,0.9,0.8,0.8,0.8,0.7,0.8,0.8,0.9,0.9,0.9,0,212.0,0.9635999999999999,180.0,0.8182,1.0,0.891,0.9285714285714286,0.8571428571428571,0.98,0.8
184,1.0,1.0,0.9,1.0,1.0,0.8,0.8,0.9,1.0,0.9,0,0.8,0.9,0.7,0.5,0.7,0.6,0.7,0.8,1.0,0.9,0,207.0,0.9409000000000001,159.0,0.7227,1.0,0.8320000000000001,0.8571428571428571,0.8571428571428571,0.98,0.66
185,0.8,0.9,0.9,0.8,1.0,0.6,0.7,0.9,1.0,0.9,0,0.0,0.6,0.0,0.4,0.0,0.0,0.0,0.7,0.9,1.0,0,186.0,0.8455,53.0,0.24089999999999998,0.6818181818181818,0.0,0.7714285714285715,0.5857142857142857,0.88,0.08
186,1.0,1.0,0.9,1.0,1.0,0.9,0.9,0.9,1.0,1.0,0,0.9,0.8,0.6,0.7,0.7,0.7,0.8,0.7,1.0,0.9,0,212.0,0.9635999999999999,168.0,0.7636000000000001,1.0,0.8640000000000001,0.9285714285714286,0.8571428571428571,0.98,0.72
187,1.0,0.9,1.0,0.9,1.0,0.8,0.8,1.0,1.0,0.9,0,0.9,0.7,0.6,0.6,0.6,0.7,0.9,0.9,1.0,0.9,0,205.0,0.9318,165.0,0.75,1.0,0.841,0.8714285714285714,0.9,0.96,0.68
188,1.0,1.0,1.0,0.9,1.0,0.9,0.8,0.9,1.0,0.9,0,1.0,0.7,0.7,0.8,0.6,0.7,0.9,1.0,1.0,0.9,0,209.0,0.95,178.0,0.8090999999999999,1.0,0.8800000000000001,0.8857142857142857,0.9142857142857143,0.98,0.76
189,1.0,1.0,1.0,0.9,1.0,0.7,0.8,1.0,0.9,0.9,0,0.7,0.9,0.5,0.7,0.6,0.6,0.0,0.7,0.9,0.8,0,205.0,0.9318,135.0,0.6136,0.9545454545454546,0.0,0.8285714285714286,0.6,0.98,0.62
190,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.9,0.7,0.9,0,0.7,0.5,0.4,0.6,0.5,0.6,0.6,0.8,0.8,0.8,0,207.0,0.9409000000000001,133.0,0.6045,1.0,0.773,0.8142857142857143,0.7,1.0,0.56
191,1.0,0.9,1.0,0.9,1.0,0.9,0.8,0.9,1.0,0.9,0,1.0,0.9,0.8,0.7,0.8,0.7,0.9,0.9,0.9,0.9,0,206.0,0.9364000000000001,183.0,0.8318,1.0,0.884,0.8857142857142857,0.9,0.96,0.8
192,1.0,1.0,1.0,1.0,1.0,0.8,0.9,1.0,1.0,1.0,0,0.8,0.8,0.9,0.9,0.8,0.7,0.7,0.9,0.9,0.8,0,214.0,0.9727,180.0,0.8182,1.0,0.8949999999999999,0.9142857142857143,0.8142857142857143,1.0,0.82
193,1.0,1.0,1.0,1.0,1.0,0.9,0.7,0.9,0.9,0.9,0,0.9,0.9,0.7,0.7,0.9,0.8,0.9,0.8,1.0,1.0,0,209.0,0.95,185.0,0.8409000000000001,1.0,0.8949999999999999,0.8428571428571429,0.9285714285714286,1.0,0.8
194,1.0,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0,0.9,0.7,0.6,0.7,0.5,0.6,0.7,0.8,1.0,0.8,0,204.0,0.9273,156.0,0.7091000000000001,1.0,0.818,0.9,0.8142857142857143,0.94,0.66
195,1.0,0.9,1.0,1.0,1.0,0.8,0.9,0.9,1.0,1.0,0,0.8,0.8,0.6,0.6,0.5,0.6,0.9,0.7,1.0,0.9,0,210.0,0.9545,155.0,0.7045,1.0,0.8300000000000001,0.9,0.8857142857142857,0.98,0.62
196,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0,1.0,0.8,0.7,0.8,1.0,0.6,0.9,0.9,1.0,1.0,0,213.0,0.9682000000000001,188.0,0.8545,1.0,0.9109999999999999,0.9,0.9285714285714286,1.0,0.82
197,1.0,1.0,1.0,0.9,1.0,0.9,0.9,1.0,0.9,0.9,0,1.0,0.8,0.7,0.8,0.7,0.7,0.9,0.9,0.9,0.9,0,211.0,0.9591,179.0,0.8135999999999999,1.0,0.8859999999999999,0.9142857142857143,0.8857142857142857,0.98,0.78
198,1.0,0.9,1.0,1.0,1.0,0.8,0.9,0.9,1.0,1.0,0,0.9,0.9,0.7,0.8,0.7,0.7,1.0,0.8,1.0,1.0,0,210.0,0.9545,181.0,0.8227,1.0,0.889,0.9,0.9571428571428572,0.98,0.76
199,0.9,1.0,1.0,1.0,1.0,0.8,0.9,0.9,0.9,0.8,0,0.9,0.7,0.7,0.7,0.6,0.6,0.9,0.9,0.9,0.9,0,207.0,0.9409000000000001,166.0,0.7545,1.0,0.8480000000000001,0.8571428571428571,0.8714285714285714,0.98,0.7
200,1.0,0.9,1.0,1.0,1.0,0.8,0.8,1.0,0.9,1.0,0,0.9,1.0,0.7,0.8,0.9,0.9,0.8,0.8,0.9,0.9,0,208.0,0.9455,187.0,0.85,1.0,0.898,0.8714285714285714,0.8714285714285714,0.98,0.84
201,0.9,1.0,0.9,1.0,1.0,0.9,0.8,0.9,0.9,0.9,0,0.7,0.9,0.7,0.8,0.9,0.9,0.9,0.9,1.0,1.0,0,205.0,0.9318,186.0,0.8455,1.0,0.889,0.8714285714285714,0.9428571428571428,0.96,0.8
202,1.0,0.9,0.9,0.9,1.0,0.9,0.8,0.9,1.0,0.8,0,1.0,0.9,0.7,0.7,0.8,0.7,0.9,1.0,1.0,0.9,0,202.0,0.9182,183.0,0.8318,1.0,0.875,0.8714285714285714,0.9428571428571428,0.94,0.78
203,1.0,0.9,1.0,0.9,1.0,0.9,0.9,1.0,1.0,0.9,0,0.7,0.7,0.8,0.8,0.8,0.7,0.8,0.8,0.9,1.0,0,209.0,0.95,173.0,0.7864,1.0,0.868,0.9285714285714286,0.8428571428571429,0.96,0.76
204,1.0,0.9,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.8,0,0.9,0.7,0.7,0.7,0.6,0.6,0.8,0.8,1.0,0.7,0,209.0,0.95,163.0,0.7409,1.0,0.845,0.8857142857142857,0.8285714285714286,0.98,0.7
205,1.0,1.0,1.0,1.0,1.0,0.9,0.6,0.9,0.9,0.9,0,0.6,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.7,0.8,0,207.0,0.9409000000000001,110.0,0.5,1.0,0.72,0.8142857142857143,0.6285714285714286,1.0,0.44
206,1.0,1.0,1.0,0.9,1.0,0.9,0.8,0.9,1.0,0.9,0,1.0,1.0,0.6,0.5,0.8,0.4,0.9,1.0,0.9,0.9,0,209.0,0.95,164.0,0.7455,1.0,0.8480000000000001,0.8857142857142857,0.9285714285714286,0.98,0.66
207,1.0,1.0,1.0,1.0,1.0,0.9,0.8,0.9,0.9,0.9,0,0.9,0.8,0.4,0.5,0.8,0.6,0.9,0.9,0.9,0.7,0,211.0,0.9591,156.0,0.7091000000000001,1.0,0.834,0.8714285714285714,0.8571428571428571,1.0,0.64
208,1.0,1.0,1.0,1.0,1.0,0.9,0.8,1.0,0.9,0.9,0,0.8,0.7,0.6,0.6,0.5,0.7,0.7,0.8,0.9,0.9,0,212.0,0.9635999999999999,152.0,0.6909,1.0,0.827,0.8857142857142857,0.8,1.0,0.64
