,DISCRETE MATHEMATICS,FUND. OF DATA STRUCTURES,OBJECT ORIENTED PROGRAMMING,COMPUTER GRAPHICS,DIGITAL ELEC. & LOGIC DESIGN,DATA STUCTURES LABORATORY,OOP & COMP. GRAPHICS LAB.,DIGITAL ELEC. LABORATORY,BUSINESS COMMUNICATION SKILLS,HUMANITY & SOCIAL SCIENCE,AUDIT COURSE,ENGINEERING MATHEMATICS III,ENGINEERING MATHEMATICS III.1,DATA STRUCTURES & ALGO.,SOFTWARE ENGINEERING,MICROPROCESSOR,PRINCIPLES OF PROG. LANG.,DATA STRUCTURES & ALGO. LAB.,MICROPROCESSOR LABORATORY,PROJECT BASED LEARNING II,CODE OF CONDUCT,AUDIT COURSE.1,SEM_3_GPA,SEM_3_SGPA,SEM_4_GPA,SEM_4_SGPA,TOTAL_CREDITS_EARNED,CGPA,SEM_3_INTERNAL,SEM_4_INTERNAL,SEM_3_EXTERNAL,SEM_4_EXTERNAL
29,1.0,1.0,1.0,0.9,1.0,0.9,0.8,1.0,1.0,1.0,0,0.8,0.8,0.4,0.6,0.6,0.4,0.7,0.9,0.9,0.9,0,211.0,0.9591,142.0,0.6455,1.0,0.8019999999999999,0.9142857142857143,0.8285714285714286,0.98,0.56
30,0.9,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9,0,0.7,0.8,0.6,0.6,0.6,0.7,0.7,0.9,0.9,0.9,0,213.0,0.9682000000000001,154.0,0.7,1.0,0.834,0.9428571428571428,0.8285714285714286,0.98,0.64
31,1.0,0.9,1.0,0.9,1.0,0.8,0.9,1.0,0.9,0.8,0,0.9,0.9,0.6,0.7,0.6,0.6,0.7,0.9,0.9,0.9,0,205.0,0.9318,161.0,0.7318,1.0,0.8320000000000001,0.8714285714285714,0.8428571428571429,0.96,0.68
32,1.0,1.0,1.0,0.9,1.0,0.9,0.8,0.9,1.0,0.8,0,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.8,0.8,0.9,0,208.0,0.9455,148.0,0.6727000000000001,1.0,0.8089999999999999,0.8714285714285714,0.7428571428571429,0.98,0.64
33,1.0,0.9,0.8,0.7,1.0,0.9,0.8,0.9,1.0,0.9,0,0.6,0.8,0.6,0.7,0.7,0.4,0.7,0.8,1.0,1.0,0,194.0,0.8817999999999999,150.0,0.6818,1.0,0.782,0.8857142857142857,0.8571428571428571,0.88,0.6
34,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,0,1.0,0.9,0.7,0.6,0.8,0.5,0.9,1.0,0.9,0.9,0,218.0,0.9909000000000001,172.0,0.7817999999999999,1.0,0.8859999999999999,0.9714285714285714,0.9142857142857143,1.0,0.72
35,1.0,1.0,1.0,1.0,1.0,0.9,0.7,0.9,0.9,0.8,0,0.8,0.8,0.8,0.7,0.9,0.8,0.9,0.8,0.9,1.0,0,208.0,0.9455,182.0,0.8272999999999999,1.0,0.8859999999999999,0.8285714285714286,0.8857142857142857,1.0,0.8
36,1.0,1.0,1.0,0.9,1.0,0.9,0.8,1.0,1.0,0.9,0,0.9,1.0,0.8,0.7,0.8,0.7,1.0,0.9,1.0,1.0,0,210.0,0.9545,186.0,0.8455,1.0,0.9,0.9,0.9857142857142858,0.98,0.78
37,1.0,1.0,1.0,1.0,1.0,0.9,0.8,0.9,0.9,0.9,0,1.0,0.9,0.8,0.7,1.0,0.8,0.8,0.9,1.0,0.9,0,211.0,0.9591,192.0,0.8727,1.0,0.916,0.8714285714285714,0.9,1.0,0.86
38,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0.9,1.0,1.0,0,0.9,0.9,0.7,0.8,0.7,0.7,0.9,0.9,1.0,1.0,0,216.0,0.9818,180.0,0.8182,1.0,0.9,0.9857142857142858,0.9428571428571428,0.98,0.76
39,1.0,1.0,1.0,1.0,1.0,0.9,0.8,0.9,0.9,0.9,0,0.5,0.9,0.6,0.7,0.7,0.6,0.7,0.8,0.9,0.9,0,211.0,0.9591,151.0,0.6864,1.0,0.8230000000000001,0.8714285714285714,0.8285714285714286,1.0,0.62
40,0.6,0.6,0.8,0.8,0.7,0.8,0.6,0.9,0.9,0.7,0,0.0,0.7,0.0,0.4,0.0,0.0,0.0,0.7,0.9,0.9,0,158.0,0.7182000000000001,53.0,0.24089999999999998,0.6818181818181818,0.0,0.7571428571428571,0.5857142857142857,0.7,0.08
41,0.9,1.0,1.0,0.9,1.0,0.9,0.9,0.9,1.0,0.9,0,0.7,0.8,0.9,0.6,0.7,0.7,0.9,0.9,0.9,0.9,0,208.0,0.9455,170.0,0.7727,1.0,0.859,0.9142857142857143,0.8857142857142857,0.96,0.72
42,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0,0.7,0.9,0.6,0.7,0.9,0.8,0.7,0.9,1.0,1.0,0,213.0,0.9682000000000001,173.0,0.7864,1.0,0.877,0.9,0.8857142857142857,1.0,0.74
43,1.0,1.0,0.9,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0,0.9,0.8,0.6,0.7,0.8,0.7,0.9,0.9,0.9,0.9,0,210.0,0.9545,173.0,0.7864,1.0,0.8699999999999999,0.9,0.8857142857142857,0.98,0.74
44,1.0,1.0,1.0,0.9,1.0,0.8,0.8,1.0,1.0,0.9,0,0.9,0.7,0.6,0.4,0.7,0.7,0.9,0.8,0.9,0.9,0,208.0,0.9455,159.0,0.7227,1.0,0.834,0.8714285714285714,0.8571428571428571,0.98,0.66
45,1.0,0.9,1.0,0.9,1.0,0.9,0.8,1.0,0.9,0.9,0,0.9,0.8,0.6,0.8,0.7,0.7,0.7,0.9,0.8,0.8,0,206.0,0.9364000000000001,166.0,0.7545,1.0,0.845,0.8857142857142857,0.7857142857142857,0.96,0.74
46,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0.9,0,0.8,0.9,0.7,0.7,0.9,0.6,0.9,0.9,0.9,0.9,0,217.0,0.9864,174.0,0.7908999999999999,1.0,0.889,0.9571428571428572,0.9,1.0,0.74
47,1.0,0.9,0.9,0.9,1.0,0.9,0.7,0.9,0.9,0.8,0,0.6,0.5,0.4,0.5,0.0,0.0,0.0,0.7,0.8,0.9,0,199.0,0.9045,82.0,0.3727,0.8181818181818182,0.0,0.8285714285714286,0.5285714285714286,0.94,0.3
48,1.0,1.0,1.0,0.8,1.0,0.9,0.8,1.0,0.9,0.9,0,0.7,0.7,0.5,0.8,0.4,0.7,0.9,0.8,0.9,1.0,0,206.0,0.9364000000000001,154.0,0.7,1.0,0.818,0.8857142857142857,0.8714285714285714,0.96,0.62
49,1.0,1.0,1.0,0.9,1.0,0.8,0.8,1.0,0.9,0.9,0,0.9,0.8,0.7,0.7,0.8,0.6,0.7,0.8,0.9,0.9,0,207.0,0.9409000000000001,168.0,0.7636000000000001,1.0,0.852,0.8571428571428571,0.8142857142857143,0.98,0.74
50,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,1.0,0,0.7,0.8,0.4,0.6,0.6,0.4,0.8,0.7,1.0,0.8,0,214.0,0.9727,140.0,0.6364,1.0,0.805,0.9142857142857143,0.8428571428571429,1.0,0.54
51,1.0,0.9,0.9,0.9,1.0,1.0,0.9,1.0,1.0,1.0,0,0.9,0.9,0.6,0.8,0.7,0.8,0.8,1.0,1.0,0.9,0,209.0,0.95,178.0,0.8090999999999999,1.0,0.8800000000000001,0.9714285714285714,0.9142857142857143,0.94,0.76
52,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9,0.9,0,1.0,0.9,0.7,0.8,1.0,0.9,0.9,0.9,0.9,1.0,0,214.0,0.9727,196.0,0.8909,1.0,0.932,0.9142857142857143,0.9142857142857143,1.0,0.88
53,1.0,1.0,1.0,0.9,1.0,0.9,0.9,0.9,1.0,0.9,0,0.6,0.7,0.7,0.7,0.6,0.6,0.9,0.8,0.9,1.0,0,211.0,0.9591,157.0,0.7136,1.0,0.836,0.9142857142857143,0.8714285714285714,0.98,0.64
54,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9,1.0,0,1.0,0.7,0.7,0.6,0.7,0.7,0.9,0.9,1.0,0.9,0,215.0,0.9773,174.0,0.7908999999999999,1.0,0.884,0.9285714285714286,0.9,1.0,0.74
55,1.0,1.0,1.0,1.0,1.0,0.8,0.9,1.0,1.0,1.0,0,1.0,0.9,0.8,0.6,0.7,0.7,0.9,0.8,0.9,0.9,0,214.0,0.9727,176.0,0.8,1.0,0.8859999999999999,0.9142857142857143,0.8857142857142857,1.0,0.76
56,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,0,0.9,0.7,0.6,0.7,0.8,0.6,0.9,0.9,1.0,1.0,0,217.0,0.9864,172.0,0.7817999999999999,1.0,0.884,0.9571428571428572,0.9142857142857143,1.0,0.72
57,1.0,1.0,1.0,1.0,1.0,0.9,0.8,1.0,0.9,0.9,0,0.7,0.9,0.6,0.6,0.7,0.6,0.7,0.9,0.9,0.9,0,212.0,0.9635999999999999,155.0,0.7045,1.0,0.834,0.8857142857142857,0.8428571428571429,1.0,0.64
58,1.0,1.0,1.0,0.9,1.0,0.8,0.9,0.9,1.0,0.9,0,1.0,0.9,0.6,0.7,0.8,0.6,0.9,0.9,0.9,1.0,0,209.0,0.95,175.0,0.7955,1.0,0.873,0.8857142857142857,0.9142857142857143,0.98,0.74
59,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,1.0,0.9,0,0.8,0.8,0.7,0.7,0.8,0.6,0.8,0.9,1.0,0.8,0,214.0,0.9727,169.0,0.7682,1.0,0.8699999999999999,0.9142857142857143,0.8714285714285714,1.0,0.72
60,1.0,1.0,1.0,0.9,1.0,0.9,0.9,1.0,1.0,1.0,0,1.0,0.9,0.7,0.7,0.8,0.7,0.8,1.0,1.0,0.8,0,213.0,0.9682000000000001,180.0,0.8182,1.0,0.893,0.9428571428571428,0.9,0.98,0.78
61,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0,1.0,0.9,0.8,0.6,0.7,0.6,0.9,0.9,1.0,1.0,0,215.0,0.9773,177.0,0.8045,1.0,0.891,0.9714285714285714,0.9428571428571428,0.98,0.74
62,1.0,1.0,0.9,1.0,1.0,0.9,1.0,0.9,1.0,0.9,0,0.8,0.9,0.6,0.7,0.7,0.5,1.0,1.0,1.0,1.0,0,213.0,0.9682000000000001,168.0,0.7636000000000001,1.0,0.866,0.9428571428571428,0.9857142857142858,0.98,0.66
63,1.0,1.0,1.0,0.9,1.0,0.8,0.9,0.9,0.9,1.0,0,0.9,0.9,0.8,0.7,0.9,0.6,1.0,0.8,0.9,0.9,0,209.0,0.95,181.0,0.8227,1.0,0.8859999999999999,0.8857142857142857,0.9142857142857143,0.98,0.78
64,1.0,1.0,1.0,0.9,1.0,0.7,0.9,0.9,1.0,0.9,0,0.9,0.9,0.5,0.6,1.0,0.6,1.0,0.9,1.0,0.9,0,207.0,0.9409000000000001,175.0,0.7955,1.0,0.868,0.8571428571428571,0.9571428571428572,0.98,0.72
65,0.9,0.9,0.9,1.0,1.0,0.8,0.9,1.0,1.0,1.0,0,0.7,0.4,0.6,0.4,0.7,0.5,0.6,0.6,0.9,0.7,0,205.0,0.9318,134.0,0.6091,1.0,0.77,0.9142857142857143,0.6714285714285714,0.94,0.58
66,1.0,0.9,1.0,0.9,1.0,0.9,0.9,1.0,1.0,0.9,0,0.8,0.7,0.7,0.8,0.7,0.6,0.9,0.9,1.0,1.0,0,209.0,0.95,172.0,0.7817999999999999,1.0,0.866,0.9285714285714286,0.9142857142857143,0.96,0.72
67,1.0,1.0,1.0,1.0,1.0,0.8,0.9,1.0,0.9,1.0,0,1.0,0.8,0.5,0.7,0.9,0.7,0.9,1.0,1.0,0.9,0,213.0,0.9682000000000001,179.0,0.8135999999999999,1.0,0.891,0.9,0.9285714285714286,1.0,0.76
68,0.9,0.9,0.8,0.9,1.0,0.9,0.9,1.0,0.9,1.0,0,1.0,0.8,0.8,0.8,0.8,0.7,0.7,1.0,0.9,0.9,0,200.0,0.9090999999999999,182.0,0.8272999999999999,1.0,0.868,0.9285714285714286,0.8428571428571429,0.9,0.82
69,1.0,1.0,1.0,1.0,1.0,0.7,0.9,0.8,1.0,0.9,0,0.9,0.9,0.6,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0,209.0,0.95,183.0,0.8318,1.0,0.891,0.8428571428571429,0.9,1.0,0.8
