,DISCRETE MATHEMATICS,DISCRETE MATHEMATICS.1,LOGIC DESIGN & COMP. ORG.,DATA STRUCTURES & ALGO.,OBJECT ORIENTED PROGRAMMING,BASIC OF COMPUTER NETWORK,LOGIC DESIGN COMP. ORG. LAB,DATA STRUCTURES & ALGO. LAB,OBJECT ORIENTED PROG. LAB,SOFT SKILL LAB,AUDIT COURSE,ENGINEERING MATHEMATICS-III,ENGINEERING MATHEMATICS-III.1,PROCESSOR ARCHITECTURE,DATABASE MANAGEMENT SYSTEM,COMPUTER GRAPHICS,SOFTWARE ENGINEERING,PROG. SKILL DEVELOPMENT LAB,DATABASE MGMT. SYSTEM LAB,COMPUTER GRAPHICS LAB,PROJECT BASED LEARNING,AUDIT COURSE.1,SEM_3_GPA,SEM_3_SGPA,SEM_4_GPA,SEM_4_SGPA,TOTAL_CREDITS_EARNED,CGPA,SEM_3_INTERNAL,SEM_4_INTERNAL,SEM_3_EXTERNAL,SEM_4_EXTERNAL
82,0.8,1.0,0.9,0.8,1.0,1.0,0.8,0.9,0.9,0.9,0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.8,0.0,0.9,0,198.0,0.9,51.0,0.2318,0.6363636363636364,0.0,0.9,0.7285714285714285,0.9,0.0
83,0.9,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,1.0,0,0.9,1.0,0.5,0.6,0.9,0.6,0.8,1.0,0.8,0.9,0,212.0,0.9635999999999999,169.0,0.7682,1.0,0.866,0.9285714285714286,0.9142857142857143,0.98,0.7
84,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0,0.9,1.0,0.7,0.7,0.8,0.8,0.8,1.0,1.0,0.9,0,215.0,0.9773,183.0,0.8318,1.0,0.905,0.9714285714285714,0.9428571428571428,0.98,0.78
85,0.9,1.0,0.9,1.0,1.0,1.0,0.9,0.9,0.9,0.8,0,0.8,1.0,0.4,0.5,0.6,0.5,0.7,0.9,0.8,0.9,0,207.0,0.9409000000000001,145.0,0.6591,1.0,0.8,0.9,0.8714285714285714,0.96,0.56
86,0.9,1.0,0.9,1.0,1.0,1.0,0.8,0.9,0.9,0.8,0,0.9,1.0,0.7,0.6,0.8,0.7,0.7,0.9,0.9,0.9,0,206.0,0.9364000000000001,173.0,0.7864,1.0,0.861,0.8857142857142857,0.8857142857142857,0.96,0.74
87,0.9,0.8,0.9,0.9,1.0,1.0,0.9,0.9,0.9,0.9,0,0.4,0.9,0.4,0.4,0.5,0.6,0.7,0.8,0.8,0.9,0,203.0,0.9227000000000001,127.0,0.5772999999999999,1.0,0.75,0.8857142857142857,0.8285714285714286,0.94,0.46
88,0.9,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9,0,0.8,1.0,0.8,0.9,0.9,0.7,1.0,1.0,0.9,0.9,0,213.0,0.9682000000000001,190.0,0.8635999999999999,1.0,0.916,0.9428571428571428,0.9571428571428572,0.98,0.82
89,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9,0.9,0,0.9,1.0,0.5,0.7,0.6,0.6,0.8,0.9,0.9,0.9,0,213.0,0.9682000000000001,162.0,0.7363999999999999,1.0,0.852,0.9428571428571428,0.9,0.98,0.66
90,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9,0.9,1.0,0,0.9,1.0,0.7,0.7,0.7,0.6,0.9,0.9,0.9,0.9,0,214.0,0.9727,172.0,0.7817999999999999,1.0,0.877,0.9142857142857143,0.9142857142857143,1.0,0.72
91,1.0,1.0,0.9,1.0,1.0,1.0,0.8,1.0,1.0,0.9,0,1.0,1.0,0.7,0.8,0.9,0.8,0.9,0.9,0.9,0.9,0,214.0,0.9727,190.0,0.8635999999999999,1.0,0.9179999999999999,0.9571428571428572,0.9142857142857143,0.98,0.84
